ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"58.97.210.116","elite","AS131178","KH","OpenNet ISP Cambodia","212","KingCorp Inc","5678","socks4","28","448","2021-08-31T11:02:15.290Z","100","1","1"
"177.75.3.17","elite","AS28178","BR","Networld Provedor e Servicos de Internet Ltda","193","Networld Provedor e Servicos de Internet Ltda","5678","socks4","36","1","2021-08-31T11:02:15.892Z","100","1","1"
"190.171.76.9","elite","AS271792","CO","2red Internet Redes Y Hosting Ltda","110","2red Internet Redes Y Hosting Ltda","5678","socks4","28","1","2021-08-31T11:02:15.908Z","100","1","1"
"118.173.233.140","elite","AS23969","TH","TOT Public Company Limited","212","TOT Public Company Limited","5678","socks4","75","472","2021-08-31T11:02:15.496Z","100","1","1"
"117.212.94.47","elite","AS9829","IN","BSNL Internet","287","N/A","5678","socks4","43","588","2021-08-31T11:02:15.184Z","100","1","1"
"103.85.63.118","elite","AS131111","ID","MORATELINDONAP","231","N/A","5678","socks4","34","461","2021-08-31T11:02:15.988Z","100","1","1"
"197.248.210.35","elite","AS37061","KE","Safaricom Limited","305","Safaricom Limited","5678","socks4","54","1132","2021-08-31T11:02:14.871Z","100","1","1"
"164.163.221.101","elite","AS267455","BR","Fibracom Telecomunicacoes E Servicos Eireli - ME","230","Fibracom Telecomunicacoes E Servicos Eireli - ME","5678","socks4","31","30001","2021-08-31T11:02:14.173Z","100","1","1"
"190.145.173.202","elite","AS14080","CO","Telmex Colombia S.A.","113","Telmex Colombia S.A.","5678","socks4","32","245","2021-08-31T11:02:14.437Z","100","1","1"
"116.58.251.214","elite","AS131090","TH","CAT-BB","N/A","N/A","4145","socks4","42","423","2021-08-31T11:02:14.446Z","0","0","1"
"103.118.46.45","elite","AS137952","KH","ANGKOR E & C (CAMBODIA) Co., Ltd.","N/A","ANGKOR E & C (CAMBODIA) Co., Ltd","5678","socks4","58","442","2021-08-31T11:02:14.629Z","0","0","1"
"78.130.211.102","elite","AS9070","BG","ITD Network","186","N/A","3629","socks4","48","1","2021-08-31T11:02:14.378Z","100","1","1"
"84.15.211.228","elite","AS13194","LV","BITE-INTERNET","223","N/A","5678","socks4","32","425","2021-08-31T11:02:14.649Z","100","1","1"
"43.231.134.200","elite","AS55352","IN","VOVINET Broadband Subscribers","242","Vovinet Infocom Pvt. Ltd","5678","socks4","29","483","2021-08-31T11:02:14.539Z","100","1","1"
"177.91.44.99","elite","AS263427","BR","Carlos Henrique Santos de Oliveira ME","137","Carlos Henrique Santos de Oliveira ME","4153","socks4","31","30001","2021-08-31T11:02:14.495Z","100","1","1"
"103.134.203.26","elite","AS138619","BD","Md. Al Emran-Arshad","224","N/A","1080","socks4","57","473","2021-08-31T11:02:14.691Z","100","1","1"
"82.137.244.59","elite","AS29256","SY","ISP-TARASSUL","218","N/A","5678","socks4","44","1","2021-08-31T11:02:14.154Z","100","1","1"
"103.66.54.13","elite","AS136374","IN","Microtalk Communications Pvt Ltd","270","Essnet","5678","socks4","28","1","2021-08-31T11:02:13.810Z","100","1","1"
"190.221.161.186","elite","AS19037","AR","Telmex Argentina S.A","231","Fundacion Universidadempresarial Siglo 21","4153","socks4","51","30001","2021-08-31T11:02:13.981Z","100","1","1"
"103.83.188.50","elite","AS136210","MM","IT Spectrum Company Limited","213","N/A","5678","socks4","53","30043","2021-08-31T11:02:13.925Z","100","1","1"
"85.29.144.114","elite","AS21299","KZ","2DAY Telecom LLP","301","N/A","5678","socks4","30","578","2021-08-31T11:02:13.675Z","100","1","1"
"114.117.162.23","elite","AS45090","CN","Shenzhen Hairuiya Technology CO., LTD","191","Tencent Cloud Computing (Beijing) Co","5678","socks4","73","1","2021-08-31T11:02:13.093Z","100","1","1"
"8.210.206.201","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","161","Alibaba.com Singapore E-Commerce Private Limited","5678","socks4","44","335","2021-08-31T11:02:13.691Z","100","1","1"
"212.186.183.153","elite","AS8412","AT","UPC AT","182","UPC Austria GmbH","5678","socks4","31","1","2021-08-31T11:02:13.293Z","100","1","1"
"167.250.99.157","elite","AS265199","BR","Provedor Cariri Conect","145","Provedor Cariri Conect","5678","socks4","41","1","2021-08-31T11:02:13.180Z","100","1","1"
"180.180.216.90","elite","AS23969","TH","TOT Public Company Limited","216","TOT Public Company Limited","5678","socks4","28","1","2021-08-31T11:02:13.983Z","100","1","1"
"190.120.250.190","elite","AS264628","VE","The Houses Television C.A. (ConexTELECOM)","132","TV Cable Litoral C.A","4145","socks4","45","310","2021-08-31T11:02:13.105Z","100","1","1"
"190.69.24.18","elite","AS3816","CO","Colombia Telecomunicaciones S.a. ESP","162","Colombia Telecomunicaciones S.a. ESP","5678","socks4","29","1","2021-08-31T11:02:13.693Z","100","1","1"
"103.122.168.49","elite","AS138293","IN","Spacetrade Internet Pvt Ltd","256","Spacetrade Internet Pvt Ltd","5678","socks4","50","7699","2021-08-31T11:02:13.178Z","100","1","1"
"119.2.54.37","elite","AS55666","ID","GMEDIA","195","N/A","5678","socks4","41","474","2021-08-31T11:02:13.880Z","100","1","1"
"5.1.105.186","elite","AS198735","IQ","Hilal Al-Rafidain for Computer and Internet Services Co.","238","Hrins","5678","socks4","31","1","2021-08-31T11:02:13.408Z","100","1","1"
"217.219.157.36","elite","AS58224","IR","Iran Telecommunication Company PJS","232","Telecommunication Company of Ardebil","5678","socks4","53","5014","2021-08-31T11:02:12.330Z",,,
"177.53.45.189","elite","AS52807","BR","Ligo Telecomunicacoes Ltda - ME","194","Ligo Telecomunicacoes Ltda - ME","5678","socks4","28","413","2021-08-31T11:02:12.156Z","100","1","1"
"200.85.137.229","elite","AS265708","AR","WARI.NET COMUNICACIONES S.R.L","254","WARI.NET COMUNICACIONES S.R.L","4153","socks4","48","30002","2021-08-31T11:02:12.906Z","100","1","1"
"36.92.128.163","elite","AS7713","ID","Telekomunikasi Indonesia","266","Temporary","5678","socks4","29","523","2021-08-31T11:02:12.708Z","100","1","1"
"114.4.245.118","elite","AS4761","ID","PT. INDOSAT Tbk","206","PT. INDOSAT Tbk","5678","socks4","41","1","2021-08-31T11:02:12.388Z","100","1","1"
"186.251.255.13","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","200","Seanet Telecom Carazinho Eireli","31337","socks4","35","30024","2021-08-31T11:02:12.632Z","100","1","1"
"164.163.221.28","elite","AS267455","BR","Fibracom Telecomunicacoes E Servicos Eireli - ME","229","Fibracom Telecomunicacoes E Servicos Eireli - ME","5678","socks4","86","1","2021-08-31T11:02:12.624Z","100","1","1"
"180.210.184.210","elite","AS138536","BD","Premium Connectivity Limited","240","Premium Connectivity Limited","5678","socks4","48","518","2021-08-31T11:02:12.777Z","100","1","1"
"80.191.46.60","elite","AS58224","IR","Telecommunication Company of Iran","234","Telecommunication Company of Tehran","1080","socks4","37","1485","2021-08-31T11:02:12.659Z","100","1","1"
"49.146.143.21","elite","AS9299","PH","Philippine Long Distance Telephone Co.","190","Philippine Long Distance Telephone Company","5678","socks4","53","387","2021-08-31T11:02:12.245Z","100","1","1"
"37.72.20.25","elite","AS29119","ES","ServiHosting Networks S.L.","194","N/A","5678","socks4","28","1","2021-08-31T11:02:12.603Z","100","1","1"
"59.148.176.156","elite","AS10103","HK","Hong Kong Broadband Network Ltd","154","Hong Kong Broadband Network Ltd","5678","socks4","42","310","2021-08-31T11:02:12.546Z","100","1","1"
"187.216.93.20","elite","AS8151","MX","Uninet S.A. de C.V.","39","Uninet S.A. de C.V.","5678","socks4","30","78","2021-08-31T11:02:12.449Z","100","1534","1534"
"185.42.178.229","elite","AS8399","FR","Sewan Infrastructure","160","Sewan Communications S.","5678","socks4","53","333","2021-08-31T11:02:11.447Z","100","1","1"
"36.94.200.65","elite","AS7713","ID","PT. Telekomunikasi Indonesia","325","Telekomunikasi Indonesia","5678","socks4","35","5001","2021-08-31T11:02:11.163Z",,,
"185.66.57.165","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","N/A","Solucions Valencianes i Noves Tecnologies SL","42647","socks4","34","30002","2021-08-31T11:02:11.199Z","0","0","1"
"190.181.60.122","elite","AS26210","BO","AXS Bolivia S. A.","168","AXS Bolivia S. A","5678","socks4","45","312","2021-08-31T11:02:11.850Z","100","1","1"
"179.182.110.3","elite","AS18881","BR","TELEFÔNICA BRASIL S.A","168","Global Village Telecom","5678","socks4","29","510","2021-08-31T11:02:11.450Z","100","1","1"
"92.61.85.47","elite","AS34093","CZ","Nordic Telecom Regional s.r.o.","183","Kolar","5678","socks4","117","381","2021-08-31T11:02:11.626Z","100","1","1"
"81.89.113.142","elite","AS34205","RU","JSC DalSviaz","N/A","N/A","50405","socks4","55","1","2021-08-31T11:02:11.601Z","0","0","1"
"36.92.111.43","elite","AS7713","ID","Telekomunikasi Indonesia","263","Temporary","5678","socks4","53","520","2021-08-31T11:02:11.801Z","100","1","1"
"202.142.169.98","elite","AS9260","PK","Multinet Broadband","277","Multinet Broadband","5678","socks4","31","7758","2021-08-31T11:02:11.331Z","100","1","1"
"38.113.171.108","elite","AS174","CA","Cogent Communications","66","eTor Networks","5678","socks4","69","135","2021-08-31T11:02:11.657Z","100","1","1"
"36.89.60.29","elite","AS7713","ID","PT. Telekomunikasi Indonesia","N/A","Telekomunikasi Indonesia","5678","socks4","29","2335","2021-08-31T11:02:11.919Z","0","0","1"
"217.197.147.10","elite","AS34093","CZ","Nordic Telecom Regional s.r.o.","167","Svtgroup","5678","socks4","59","349","2021-08-31T11:02:11.570Z","100","1","1"
"41.191.246.146","elite","AS37103","GH","BusyInternet Ghana Ltd","307","N/A","5678","socks4","49","1","2021-08-31T11:02:11.905Z","100","1","1"
"218.106.96.198","elite","AS4837","CN","CNCGroup JiangSu YaZhou Man network","304","N/A","5678","socks4","45","363","2021-08-31T11:02:11.201Z","100","1","1"
"217.197.252.154","elite","AS34139","RU","CJSC TSI Service","204","Cjsc Tsinet","4145","socks4","53","1","2021-08-31T11:02:11.966Z","100","1","1"
"83.168.84.134","elite","AS31304","PL","ESPOL-FH","187","N/A","4153","socks4","33","379","2021-08-31T11:02:10.248Z","100","1","1"
"117.40.159.249","elite","AS4134","CN","Chinanet","304","Chinanet JX","32783","socks4","42","5006","2021-08-31T11:02:10.414Z",,,
"36.92.117.179","elite","AS7713","ID","Telekomunikasi Indonesia","259","Temporary","5678","socks4","39","558","2021-08-31T11:02:10.833Z","100","1","1"
"185.13.77.116","elite","AS199496","ES","Ebretic Enginyeria SL","174","N/A","5678","socks4","34","377","2021-08-31T11:02:10.115Z","100","1","1"
"217.218.242.55","elite","AS58224","IR","Iran Telecommunication Company PJS","1345","Watersem","1080","socks4","64","1","2021-08-31T11:02:10.338Z","100","1","1"
"190.215.132.131","elite","AS18822","CL","Manquehuenet","197","Banda Ancha GTD Manquehue","5678","socks4","53","1","2021-08-31T11:02:10.497Z","100","1","1"
"84.36.228.132","elite","AS36992","EG","Etisalat","394","EgyNet","5678","socks4","52","788","2021-08-31T11:02:10.906Z","100","1","1"
"202.40.180.17","elite","AS23991","BD","Ranks ITT","267","Ranks ITT Ltd.","5678","socks4","36","529","2021-08-31T11:02:10.401Z","100","1","1"
"91.206.148.243","elite","AS47656","RU","Ast-Systems Ltd.","220","Ast-Systems Ltd","59175","socks4","33","450","2021-08-31T11:02:10.887Z","100","1381","1384"
"177.104.253.218","elite","AS52657","BR","NORTE TELECOMUNICAÔÔES SERVIÔOS DE INTERNET LTDA","190","NORTE TELECOMUNICAÇÕES SERVIÇOS DE INTERNET LTDA","5678","socks4","35","376","2021-08-31T11:02:10.330Z","100","1","1"
"163.53.196.157","elite","AS9902","KH","NeocomISP Limited","192","NeocomISP Limited","5678","socks4","35","960","2021-08-31T11:02:10.251Z","100","1","1"
"41.169.150.74","elite","AS36937","ZA","Liquid Telecommunications South Africa (Pty) Ltd","312","Liquid Telecommunications Operations Limited","5678","socks4","42","628","2021-08-31T11:02:10.317Z","100","1","1"
"187.157.30.202","elite","AS8151","MX","Uninet S.A. de C.V.","88","Uninet S.A. de C.V.","4153","socks4","34","528","2021-08-31T11:02:10.909Z","100","1","1"
"201.131.215.251","elite","AS61800","BR","Utinga Net","201","N/A","5678","socks4","116","30007","2021-08-31T11:02:10.135Z","100","1","1"
"37.57.103.132","elite","AS13188","UA","Triolan","199","N/A","5678","socks4","36","412","2021-08-31T11:02:10.835Z","100","1","1"
"212.119.217.19","elite","AS3216","RU","PJSC VimpelCom","240","N/A","3629","socks4","40","507","2021-08-31T11:02:10.802Z","100","1","1"
"217.219.179.25","elite","AS58224","IR","DCI","295","Medical Science Univercity Of Golestan","4153","socks4","39","895","2021-08-31T11:02:10.433Z","100","1","1"
"84.236.174.191","elite","AS29119","ES","ServiHosting Networks S.L.","480","Radio Television Indalo S.L.","5678","socks4","34","1","2021-08-31T11:02:09.571Z","100","1","1"
"185.61.94.65","elite","AS48166","RU","Fortex Cjsc","198","Fortex","43110","socks4","64","431","2021-08-31T11:02:09.170Z","100","1","1"
"36.92.1.37","elite","AS7713","ID","Telekomunikasi Indonesia","272","Temporary","5678","socks4","52","563","2021-08-31T11:02:09.949Z","100","1","1"
"103.129.233.1","elite","AS137627","IN","Nextel Communications India Pvt Ltd","258","Nextel Communications India Pvt Ltd","5678","socks4","35","1","2021-08-31T11:02:09.480Z","100","1","1"
"165.165.134.1","elite","AS5713","ZA","Telkom SA Ltd.","317","Telkom SA Limited","4153","socks4","36","637","2021-08-31T11:02:09.042Z","100","1","1"
"168.205.217.20","elite","AS264869","BR","SPEED MAX TELECOMUNICAÔÔES LTDA ME","199","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","54","406","2021-08-31T11:02:09.747Z","100","1","1"
"45.116.114.54","elite","AS58898","IN","Rainbow Communications India Pvt Ltd","323","Sangamam Direct","5678","socks4","35","581","2021-08-31T11:02:09.567Z","100","1","1"
"213.6.144.78","elite","AS12975","PS","Palestine Telecommunications Company","210","Palestine Telecommunications Company","4153","socks4","36","1","2021-08-31T11:02:09.510Z","100","1","1"
"217.117.3.242","elite","AS16284","NG","Vodacom Business Nigeria","255","Reltel","5678","socks4","35","517","2021-08-31T11:02:09.662Z","100","1","1"
"167.179.6.67","elite","AS9902","KH","NeocomISP Limited","188","NeocomISP Limited","5678","socks4","34","373","2021-08-31T11:02:09.570Z","100","1","1"
"38.87.235.82","elite","AS21559","US","OSNet Wireless","114","Cogent Communications","5678","socks4","46","241","2021-08-31T11:02:09.269Z","100","1","1"
"91.92.121.220","elite","AS58224","IR","Iran Telecommunication Company PJS","224","Telecommunication Company of Tehran","5678","socks4","47","453","2021-08-31T11:02:09.517Z","100","1","1"
"103.127.63.57","elite","AS63991","NP","Arrownet Pvt.Ltd","324","Corporate","5678","socks4","38","585","2021-08-31T11:02:09.963Z","100","1","1"
"102.66.136.235","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","417","Herotel","5678","socks4","38","805","2021-08-31T11:02:08.005Z","100","1","1"
"185.66.129.226","elite","AS29238","AL","Nisatel sh.p.k","189","N/A","5678","socks4","35","1","2021-08-31T11:02:08.450Z","100","1","1"
"36.92.91.26","elite","AS7713","ID","Telekomunikasi Indonesia","279","Temporary","5678","socks4","162","562","2021-08-31T11:02:08.906Z","100","1","1"
"201.148.246.195","elite","AS61846","BR","Blankenburg ComunicaÔÔes Ltda","313","Blankenburg Comunicações Ltda","5678","socks4","34","918","2021-08-31T11:02:08.137Z","100","1","1"
"213.250.198.66","elite","AS28851","CZ","Fortech s.r.o","166","Fortech s.r.o.","4145","socks4","53","343","2021-08-31T11:02:08.139Z","100","1","1"
"41.211.112.197","elite","AS36955","CM","Matrix Telecoms SA","354","Matrix Telecoms SA","5678","socks4","42","1","2021-08-31T11:02:08.000Z","100","1","1"
"190.146.60.76","elite","AS10620","CO","Telmex Colombia S.A.","129","Telmex Colombia S.A.","5678","socks4","136","253","2021-08-31T11:02:08.428Z","100","1","1"
"91.222.113.175","elite","AS50401","UA","LLC LANTRACE","186","Lantrace LLC","5678","socks4","37","1","2021-08-31T11:02:08.011Z","100","1","1"
"91.108.132.90","elite","AS58256","IR","Rayaneh Gostar Farzanegan Ahvaz LTD","253","N/A","5678","socks4","40","567","2021-08-31T11:02:08.978Z","100","1","1"
"186.65.87.16","elite","AS52380","AR","Sista S.A.","236","Sista S.A","5678","socks4","35","3886","2021-08-31T11:02:08.141Z","100","1","1"
"202.51.113.66","elite","AS17995","ID","PT iForte Global Internet","215","N/A","5678","socks4","57","417","2021-08-31T11:02:08.757Z","100","1","1"
"190.186.59.99","elite","AS25620","BO","Cotas Ltda.","194","Adsl-ip-dinamica - Generico","5678","socks4","37","389","2021-08-31T11:02:08.328Z","100","1","1"
"190.52.225.138","elite","AS28053","DO","Onemax S.A.","101","Onemax S.A","5678","socks4","38","1","2021-08-31T11:02:08.780Z","100","1","1"
"168.227.146.34","elite","AS262934","AR","IP·RED","225","IP·RED","10801","socks4","35","443","2021-08-31T11:02:08.178Z","100","1","1"
"217.169.222.225","elite","AS9125","RS","Orion Telekom Client Network","176","N/A","1080","socks4","65","1","2021-08-31T11:02:08.880Z","100","1","1"
"18.224.21.79","elite","AS16509","US","Amazon.com, Inc.","358","AWS EC2 (us-east-2)","5678","socks4","36","212","2021-08-31T11:02:08.182Z","100","1","1"
"41.160.237.146","elite","AS36937","ZA","Liquid Telecommunications Operations Limited","297","Neotel GAU","5678","socks4","115","623","2021-08-31T11:02:08.783Z","100","1","1"
"91.225.158.233","elite","AS56449","PL","MULTIHUNTER Alicja Kruczek","182","MULTIHUNTER Alicja Kruczek","5678","socks4","158","1","2021-08-31T11:02:08.697Z","100","1","1"
"139.60.12.247","elite","AS393429","US","Bertram Communications LLC","32","Optic Loop Communications LLC","1088","socks4","69","2","2021-08-31T11:02:08.705Z","100","1","1"
"213.81.178.169","elite","AS6855","SK","Slovak Telecom AS6855","180","Slovak Telekom, a.s.","4145","socks4","57","7555","2021-08-31T11:02:08.257Z","100","1","1"
"217.211.119.215","elite","AS3301","SE","Telia Company AB","168","Telia Network Services","5678","socks4","36","405","2021-08-31T11:02:08.885Z","100","1","1"
