ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"186.97.183.42","elite","AS27831","CO","Colombia Móvil","109","Colombia Móvil","5678","socks4","34","222","2021-08-31T11:28:55.020Z"
"36.94.92.19","elite","AS7713","ID","PT. Telekomunikasi Indonesia","258","Telekomunikasi Indonesia","5678","socks4","35","N/A","2021-08-31T11:28:54.488Z"
"5.190.92.12","elite","AS58224","IR","Iran Telecommunication Company PJS","305","ORG Ha764 Ripe","5678","socks4","46","700","2021-08-31T11:28:54.449Z"
"187.103.232.26","elite","AS28283","BR","Adylnet Telecom","199","Adylnet Telecom","4153","socks4","35","408","2021-08-31T11:28:54.369Z"
"186.97.252.138","elite","AS27831","CO","Colombia Móvil","109","Colombia Móvil","5678","socks4","37","232","2021-08-31T11:28:53.265Z"
"36.94.202.103","elite","AS7713","ID","PT. Telekomunikasi Indonesia","273","Telekomunikasi Indonesia","5678","socks4","36","N/A","2021-08-31T11:28:53.338Z"
"36.95.110.41","elite","AS7713","ID","PT. Telekomunikasi Indonesia","199","Telekomunikasi Indonesia","1080","socks4","35","N/A","2021-08-31T11:28:52.175Z"
"186.64.81.3","elite","AS27953","AR","Nodosud S.A","187","Nodosud S.A","5678","socks4","41","N/A","2021-08-31T11:28:52.592Z"
"81.18.90.43","elite","AS8708","RO","RCS & RDS","178","RCS & RDS Business","4153","socks4","36","3179","2021-08-31T11:28:52.694Z"
"188.119.45.246","elite","AS12735","TR","TurkNet Iletisim Hizmetleri","214","TurkNet Iletisim Hizmetleri A.S.","5678","socks4","35","5001","2021-08-31T11:28:51.699Z"
"5.160.122.86","elite","AS42337","IR","Respina","230","Respina Networks & Beyond PJSC","5678","socks4","35","477","2021-08-31T11:28:51.905Z"
"220.196.56.47","elite","AS17621","CN","China Unicom Network","152","N/A","1080","socks4","34","305","2021-08-31T11:28:50.618Z"
"222.124.170.66","elite","AS7713","ID","PT. TELKOM INDONESIA","206","N/A","1080","socks4","39","1015","2021-08-31T11:28:49.764Z"
"37.144.43.188","elite","AS8402","RU","CORBINA","228","N/A","5678","socks4","39","470","2021-08-31T11:28:49.682Z"
"36.95.47.77","elite","AS7713","ID","PT. Telekomunikasi Indonesia","N/A","Telekomunikasi Indonesia","5678","socks4","35","2144","2021-08-31T11:28:48.420Z"
"79.124.23.9","elite","AS57344","BG","Telehouse EAD","181","Rokada","4153","socks4","34","5001","2021-08-31T11:28:48.883Z"
"218.81.188.234","elite","AS4812","CN","China Telecom (Group)","142","Chinanet SH","5678","socks4","35","5003","2021-08-31T11:28:48.046Z"
"186.235.33.2","elite","AS53199","BR","ONE CENTER INFORMATICA EIRELI-EPP","184","ONE CENTER INFORMATICA EIRELI-EPP","5678","socks4","38","N/A","2021-08-31T11:28:44.388Z"
"80.248.65.65","elite","AS30982","US","Internet Numbers Authority","237","Internet Numbers Authority","5678","socks4","36","518","2021-08-31T11:28:43.233Z"
"179.63.241.154","elite","AS52475","AR","Oficina Pyme S.A.","176","Oficina Pyme S.A","5678","socks4","35","N/A","2021-08-31T11:28:43.200Z"
"187.243.250.222","elite","AS262916","MX","Mega Cable, S.A. de C.V.","46","Mega Cable, S.A. de C.V.","1080","socks4","44","106","2021-08-31T11:28:43.553Z"
"216.54.3.253","elite","AS22773","US","Cox Communications Inc.","77","Cox Communications Inc","5678","socks4","35","N/A","2021-08-31T11:28:42.529Z"
"217.218.218.183","elite","AS58224","IR","Iran Telecommunication Company PJS","N/A","Tcimrk","5678","socks4","35","N/A","2021-08-31T11:28:42.120Z"
"179.108.248.174","elite","AS263276","BR","BBG TELECOM LTDA","148","Erika Monteiro Guerra","4153","socks4","35","N/A","2021-08-31T11:28:41.087Z"
"18.216.32.60","elite","AS16509","US","Amazon.com, Inc.","53","AWS EC2 (us-east-2)","5678","socks4","35","N/A","2021-08-31T11:28:41.395Z"
"181.115.232.14","elite","AS6568","BO","Entel S.A. - EntelNet","192","Entel S.A. - EntelNet","4153","socks4","34","N/A","2021-08-31T11:28:40.400Z"
"41.190.70.110","elite","AS37032","GH","Alink Ghana-Network","266","N/A","5678","socks4","34","N/A","2021-08-31T11:28:40.873Z"
"181.129.181.98","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","109","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","36","222","2021-08-31T11:28:39.520Z"
"41.190.69.198","elite","AS37032","GH","Alink Telecom Ghana","238","Alink Telecom Ghana","5678","socks4","38","N/A","2021-08-31T11:28:39.620Z"
"41.190.245.98","elite","AS36963","BW","Orange Botswana (PTY) Ltd","327","Obogablowvala","5678","socks4","35","5002","2021-08-31T11:28:38.510Z"
"181.115.183.98","elite","AS6568","BO","Entel S.A. - EntelNet","192","Entel S.A. - EntelNet","5678","socks4","49","386","2021-08-31T11:28:38.867Z"
"180.123.26.152","elite","AS4134","CN","Chinanet","N/A","Chinanet JS","5678","socks4","34","5001","2021-08-31T11:28:37.797Z"
"36.95.106.73","elite","AS7713","ID","PT. Telekomunikasi Indonesia","207","Telekomunikasi Indonesia","5678","socks4","39","448","2021-08-31T11:28:35.777Z"
"36.92.131.202","elite","AS7713","ID","PT. Telekomunikasi Indonesia","253","Telekomunikasi Indonesia","5678","socks4","34","5001","2021-08-31T11:28:34.598Z"
"41.190.235.14","elite","AS37638","CD","Orioncom SPRL","348","N/A","5678","socks4","35","N/A","2021-08-31T11:28:32.330Z"
"213.147.104.202","elite","AS35549","HR","A1 Hrvatska d.o.o.","186","Palmatravel","4153","socks4","35","N/A","2021-08-31T11:28:31.249Z"
"222.165.231.202","elite","AS24207","ID","PT NettoCyber Indonesia","194","N/A","41541","socks4","36","N/A","2021-08-31T11:28:30.425Z"
"41.60.234.229","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","284","Liquid Telecommunications Operations Limited","5678","socks4","35","577","2021-08-31T11:28:29.532Z"
"41.186.67.38","elite","AS36890","RW","MTN Rwandacell","323","MTN Rwandacell","5678","socks4","35","N/A","2021-08-31T11:28:28.294Z"
"217.66.196.171","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","257","Fanaptelecom Network","5678","socks4","35","5002","2021-08-31T11:28:27.941Z"
"200.188.156.98","elite","AS11888","MX","Television Internacional, S.A. de C.V.","51","Television Internacional, S.A. de C.V.","5678","socks4","35","5001","2021-08-31T11:28:27.240Z"
"41.57.21.48","elite","AS22750","ZA","Open SCR","310","N/A","5678","socks4","35","5002","2021-08-31T11:28:26.896Z"
"200.116.198.137","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P","118","Mpio Manizales","5678","socks4","36","N/A","2021-08-31T11:28:21.982Z"
"190.85.38.170","elite","AS14080","CO","Telmex Colombia S.A.","110","Telmex Colombia S.A","5678","socks4","35","N/A","2021-08-31T11:28:21.027Z"
"181.105.11.168","elite","AS7303","AR","Telecom Argentina S.A","N/A","Apolo -Gold-Telecom-Per","5678","socks4","34","5002","2021-08-31T11:28:20.699Z"
"190.98.189.228","elite","AS262202","CR","Telefonica de Costa Rica TC, SA","160","Telefonica de Costa Rica TC, SA","5678","socks4","36","N/A","2021-08-31T11:28:20.479Z"
"190.92.72.242","elite","AS27884","HN","Cablecolor S.A","96","Inversiones Moviles S.A","5678","socks4","35","N/A","2021-08-31T11:28:19.761Z"
"190.5.115.74","elite","AS27696","HN","Columbus Networks de Honduras S. de R.L.","118","Columbus Networks de Honduras S. de R.L","5678","socks4","35","5002","2021-08-31T11:28:19.277Z"
"200.24.255.93","elite","AS52381","AR","Sociedad Cooperativa Popular Limitada de Comodoro","247","Sociedad Cooperativa Popular Limitada de Comodoro","49271","socks4","44","N/A","2021-08-31T11:28:19.065Z"
"41.163.7.46","elite","AS36937","ZA","Neotel GAU","338","N/A","5678","socks4","34","N/A","2021-08-31T11:28:19.491Z"
"201.213.28.58","elite","AS7303","AR","Telecom Argentina S.A.","N/A","Telecom Argentina S.A","4153","socks4","47","5001","2021-08-31T11:28:18.053Z"
"200.13.47.79","elite","AS52296","AR","Trynet S.R.L.","N/A","Trynet S.R.L","5678","socks4","35","5002","2021-08-31T11:28:17.995Z"
"190.5.218.246","elite","AS52426","AR","I-sur Wisp S.R.L.","230","I-sur Wisp S.R.L","5678","socks4","35","468","2021-08-31T11:28:13.818Z"
"192.166.230.93","elite","AS200788","UZ","LLC \"MAXEMEX\"","273","Pppoe","5678","socks4","36","5001","2021-08-31T11:28:12.553Z"
"190.217.1.57","elite","AS269974","VE","Lan-online C.A.","N/A","Lan-online C.A","55170","socks4","47","N/A","2021-08-31T11:28:06.608Z"
"168.228.179.80","elite","AS264926","BR","BRASILINK SERVIÔOS EIRELI","178","BRASILINK SERVIÇOS EIRELI","5678","socks4","37","5001","2021-08-31T11:28:05.047Z"
"200.152.78.170","elite","AS14463","BR","Grupo Tdkom","199","Grupo Tdkom","5678","socks4","36","N/A","2021-08-31T11:28:02.273Z"
"200.105.71.114","elite","AS7303","AR","Telecom Argentina S.A.","184","Telecom Argentina S.A","5678","socks4","35","N/A","2021-08-31T11:28:01.369Z"
"201.219.154.42","elite","AS20015","CL","FullCom S.A.","359","Netline","5678","socks4","35","5000","2021-08-31T11:28:00.948Z"
"162.255.108.5","elite","AS54755","US","Desert Winds Wireless","27","Desert Winds Wireless Inc","5678","socks4","35","N/A","2021-08-31T11:27:59.431Z"
"185.16.14.221","elite","AS35567","BA","DASTO Semtel doo","199","N/A","5678","socks4","37","N/A","2021-08-31T11:27:58.908Z"
"165.16.54.199","elite","AS37284","LY","Aljeel Aljadeed For Technology","195","Giga for telecommunication and technology ltd","31618","socks4","45","N/A","2021-08-31T11:27:57.267Z"
"168.194.84.221","elite","AS265386","BR","jose nilton de freitas e cia ltda","201","jose nilton de freitas e cia ltda","5678","socks4","37","5003","2021-08-31T11:27:56.378Z"
"185.165.151.3","elite","AS201925","PL","Stowarzyszenie e-Poludnie","183","N/A","5678","socks4","35","5001","2021-08-31T11:27:56.969Z"
"191.243.56.146","elite","AS263496","BR","Netpeu tecnologia e internet ltda","197","Dastec Desenhos E Assessoria Tecnica Ltda","4153","socks4","40","5001","2021-08-31T11:27:54.380Z"
"201.174.113.254","elite","AS32098","MX","Transtelco Inc","67","IP Matrix, S.A. de C.V","5678","socks4","45","5003","2021-08-31T11:27:53.492Z"
"185.133.225.190","elite","AS203459","IQ","AL-MARAJ AL-ALAMIYA Co","237","N/A","5678","socks4","37","5001","2021-08-31T11:27:51.311Z"
"169.239.47.210","elite","AS327922","ZA","Perlcom CC T/A iSPOT","317","Vumatel Ftth","5678","socks4","37","N/A","2021-08-31T11:27:49.667Z"
"201.182.11.202","elite","AS267497","BR","GL TELECOM LTDA - ME","N/A","GL TELECOM LTDA - ME","5678","socks4","44","5000","2021-08-31T11:27:48.246Z"
"105.27.199.218","elite","AS37100","ZA","SEACOM Limited","300","Seacom Assignments","5678","socks4","34","5001","2021-08-31T11:27:48.682Z"
"168.181.12.201","elite","AS265335","BR","Planeta NET Telecom","155","Planeta NET Telecom","5678","socks4","35","N/A","2021-08-31T11:27:48.303Z"
"168.196.42.79","elite","AS265442","BR","Visual Link Comunicacoes Multimidia Ltda - ME","N/A","Jatonet Servicos De Comunicacao Ltda","5678","socks4","34","5002","2021-08-31T11:27:47.569Z"
"185.16.14.216","elite","AS35567","BA","DASTO Semtel doo","196","N/A","5678","socks4","35","N/A","2021-08-31T11:27:43.973Z"
"185.164.255.30","elite","AS207141","IR","Ertebat Gostare Nakhl Jonoob Company PJSC","245","Payamnoor UniverSity","5678","socks4","36","N/A","2021-08-31T11:27:43.253Z"
"105.213.87.198","elite","AS16637","ZA","MTN SA","302","MTN SA","5678","socks4","45","5001","2021-08-31T11:27:42.683Z"
"185.152.189.208","elite","AS202829","ES","Wifi Sanctipetri SL","238","Wifisanctipetri Customers2","5678","socks4","35","493","2021-08-31T11:27:40.670Z"
"185.136.150.26","elite","AS206206","IQ","Kurdistan Net 1","223","N/A","5678","socks4","34","466","2021-08-31T11:27:39.406Z"
"185.165.151.56","elite","AS201925","PL","Stowarzyszenie e-Poludnie","173","N/A","5678","socks4","34","N/A","2021-08-31T11:27:38.165Z"
"177.12.230.106","elite","AS61568","BR","Aloo Telecom - FSF Tecnologia SA","154","Aloo Telecom - FSF Tecnologia SA","5678","socks4","35","313","2021-08-31T11:27:36.373Z"
"103.93.185.140","elite","AS10137","ID","METRASAT","785","N/A","5678","socks4","34","1472","2021-08-31T11:27:35.654Z"
"177.200.115.192","elite","AS263636","BR","Callnet Telecom","158","Callnet Telecom","5678","socks4","34","320","2021-08-31T11:27:34.471Z"
"177.12.244.243","elite","AS262866","BR","TURBO 10 TelecomunicaÔÔes Ltda.","187","TURBO 10 Telecomunicações Ltda","5678","socks4","35","N/A","2021-08-31T11:27:33.549Z"
"201.23.76.18","elite","AS28590","BR","Directnet Prestacao de Servicos Ltda.","193","Directnet Prestacao de Servicos Ltda","5678","socks4","34","432","2021-08-31T11:27:32.741Z"
"106.225.148.52","elite","AS134238","CN","CHINANET Jiangx province IDC network","164","Chinanet JX","5678","socks4","36","5001","2021-08-31T11:27:32.191Z"
"177.155.248.2","elite","AS53184","BR","INB TELECOM EIRELI","N/A","INB TELECOM EIRELI","5678","socks4","35","N/A","2021-08-31T11:27:32.705Z"
"201.17.145.112","elite","AS28573","BR","Claro S.A.","208","Claro S.A","5678","socks4","35","427","2021-08-31T11:27:31.817Z"
"201.62.72.161","elite","AS28634","BR","Life Tecnologia Ltda.","180","Life Tecnologia Ltda","5678","socks4","36","N/A","2021-08-31T11:27:30.650Z"
"117.79.80.94","elite","AS4808","CN","Chinanet","153","Beijing Sanxin Shidai Co.","4145","socks4","34","N/A","2021-08-31T11:27:30.473Z"
"201.219.154.219","elite","AS20015","CL","FullCom S.A.","213","Netline","5678","socks4","38","422","2021-08-31T11:27:29.828Z"
"185.91.166.114","elite","AS34911","CZ","ELDATA prazska s.r.o.","167","Eldata","5678","socks4","35","N/A","2021-08-31T11:27:28.702Z"
"119.156.27.214","elite","AS17557","PK","Pakistan Telecommuication company limited","284","N/A","5678","socks4","39","563","2021-08-31T11:27:28.070Z"
"185.90.166.23","elite","AS35493","SK","Belnet Snina","171","Belnet FTTH","5678","socks4","35","5001","2021-08-31T11:27:27.140Z"
"185.71.233.25","elite","AS201533","CZ","United Networks SE","167","N/A","5678","socks4","34","N/A","2021-08-31T11:27:27.926Z"
"119.93.123.229","elite","AS9299","PH","Philippine Long Distance Telephone Co.","172","Philippine Long Distance Telephone Company","4145","socks4","35","1424","2021-08-31T11:27:26.556Z"
"103.87.48.57","elite","AS133647","IN","Third Eye Vision","1459","N/A","5678","socks4","36","728","2021-08-31T11:27:26.567Z"
"109.69.161.131","elite","AS196838","AL","Bleta Sh.p.k","189","BLETA Rural Static IP","10801","socks4","34","5001","2021-08-31T11:27:23.748Z"
"118.99.65.176","elite","AS17451","ID","BIZNET","225","N/A","4153","socks4","41","5001","2021-08-31T11:27:23.490Z"
"177.142.32.11","elite","AS28573","BR","Claro S.A.","N/A","NET Serviços de Comunicação S.A.","5678","socks4","36","364","2021-08-31T11:27:22.004Z"
"185.78.14.54","elite","AS28851","CZ","Nordic Telecom s.r.o","166","Fortech s.r.o.","5678","socks4","36","342","2021-08-31T11:27:21.520Z"
"186.138.200.226","elite","AS7303","AR","Telecom Argentina S.A","185","Fibertel","4145","socks4","40","N/A","2021-08-31T11:27:20.580Z"
"186.108.47.42","elite","AS7303","AR","Telecom Argentina S.A.","198","Telecom Acceso","5678","socks4","34","5002","2021-08-31T11:27:19.742Z"
"103.91.83.138","elite","AS136318","IN","Inter Net Ly Private Limited","267","Inter Net Ly Pvt Ltd","5678","socks4","35","5001","2021-08-31T11:27:18.078Z"
"119.148.10.26","elite","AS23923","BD","Agni Systems Ltd. SUB","241","Agni Systems Ltd.","5678","socks4","39","5001","2021-08-31T11:27:16.159Z"
"185.5.17.198","elite","AS34303","RU","Beltelecom Net","231","ZAO Sviaz Telecom","4153","socks4","44","N/A","2021-08-31T11:27:14.050Z"
"186.211.104.158","elite","AS53062","BR","GGNET TELECOMUNICAÔÔES LTDA","203","GGNET TELECOMUNICAÇÕES LTDA","5678","socks4","35","5002","2021-08-31T11:27:13.031Z"
"177.12.177.241","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","168","Linxbr Telecomunicacoes Ltda","4153","socks4","35","N/A","2021-08-31T11:27:11.185Z"
"103.92.161.78","elite","AS136556","BD","Dhaka Fiber Net Ltd","235","Dhaka Fiber Net Ltd.","5678","socks4","35","504","2021-08-31T11:27:10.717Z"
"121.200.62.182","elite","AS55828","BD","Drik ICT","270","N/A","5678","socks4","35","N/A","2021-08-31T11:27:10.316Z"
"177.137.168.137","elite","AS263066","BR","RVNet - R V PORTELA AGUIAR & CIA LTDA","N/A","RVNet - R V PORTELA AGUIAR & CIA LTDA","4145","socks4","37","5007","2021-08-31T11:27:10.419Z"
"118.67.170.121","elite","AS4766","KR","Netropy CO.","139","NURILINK","4153","socks4","35","N/A","2021-08-31T11:27:09.134Z"
"120.14.30.86","elite","AS4837","CN","China Unicom China169 Network","166","N/A","5678","socks4","48","5000","2021-08-31T11:27:08.497Z"
"92.241.87.14","elite","AS15491","GE","Wanex Network","218","N/A","5678","socks4","34","5001","2021-08-31T11:27:07.882Z"
"178.159.126.161","elite","AS48330","UA","FOP Sinev Maksim Viktorovich","234","FOP Sinev Maksim Viktorovich","5678","socks4","44","N/A","2021-08-31T11:27:07.321Z"
"177.85.205.109","elite","AS52554","BR","S. A. da Silva Junior","157","S. A. da Silva Junior","3629","socks4","38","N/A","2021-08-31T11:27:06.285Z"
"177.69.246.133","elite","AS16735","BR","ALGAR TELECOM S/A","199","ALGAR TELECOM S/A","5678","socks4","34","N/A","2021-08-31T11:27:03.855Z"
"103.195.141.171","elite","AS64037","BD","First n Fast IT Ltd","227","the","5678","socks4","52","N/A","2021-08-31T11:27:02.908Z"
"178.190.62.82","elite","AS8447","AT","A1 Telekom Austria AG","172","Highway Customers","5678","socks4","36","170","2021-08-31T11:27:02.964Z"
"92.45.51.227","elite","AS34984","TR","Tellcom Kurumsal Avrupa LAN","203","Tellcom Iletisim Hizmetleri","1080","socks4","35","N/A","2021-08-31T11:27:02.124Z"
"178.183.78.151","elite","AS12912","PL","T-Mobile Polska S.A.","226","Eranet","5678","socks4","37","N/A","2021-08-31T11:27:02.183Z"
"178.124.186.74","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","204","BYFLY MinskFilial ETHERNET","5678","socks4","34","408","2021-08-31T11:27:01.174Z"
"103.232.230.9","elite","AS55427","NP","RO-230 BroadLink","274","N/A","3306","socks4","46","N/A","2021-08-31T11:27:01.875Z"
"178.156.26.205","elite","AS29119","ES","ServiHosting Networks S.L","N/A","N/A","5678","socks4","35","5000","2021-08-31T11:27:00.064Z"
"91.235.247.191","elite","AS57843","RU","InterLogica Ltd.","N/A","InterLogica Ltd.","5678","socks4","35","5001","2021-08-31T11:26:59.605Z"
"103.17.90.6","elite","AS45557","VN","VNTT","165","N/A","5678","socks4","40","5003","2021-08-31T11:26:59.224Z"
"177.137.173.154","elite","AS263066","BR","RVNet - R V PORTELA AGUIAR & CIA LTDA","N/A","RVNet - R V PORTELA AGUIAR & CIA LTDA","5678","socks4","34","5001","2021-08-31T11:26:53.315Z"
"103.211.22.2","elite","AS135872","IN","Gtpl Kcbpl Broadband PVT LTD","256","Gtpl Kcbpl Broadband PVT LTD","5678","socks4","36","N/A","2021-08-31T11:26:53.627Z"
"103.226.28.102","elite","AS58678","IN","Intech Online Private Limited","254","LIONNET Andheri","5678","socks4","36","N/A","2021-08-31T11:26:52.504Z"
"85.84.244.176","elite","AS12338","ES","Euskaltel S.A.","152","N/A","5678","socks4","45","5001","2021-08-31T11:26:51.384Z"
"82.155.28.72","elite","AS3243","PT","PT Comunicacoes S.A.","161","PT Comunicacoes S.A.","34245","socks4","38","5001","2021-08-31T11:26:45.827Z"
"177.72.94.196","elite","AS52822","BR","R e R Informatica LTDA","192","R e R Informatica LTDA","5678","socks4","34","5002","2021-08-31T11:26:44.774Z"
"94.182.234.162","elite","AS31549","IR","Aria Shatel Company Ltd","367","Shtl NET DED","5678","socks4","44","5005","2021-08-31T11:26:42.499Z"
"153.36.191.93","elite","AS4837","CN","China Unicom Jiangsu Province Network","185","N/A","5678","socks4","34","5001","2021-08-31T11:26:39.105Z"
"83.24.58.74","elite","AS5617","PL","Orange Polska Spolka Akcyjna","N/A","Orange Polska S.A.","5678","socks4","36","5002","2021-08-31T11:26:38.562Z"
"93.56.118.20","elite","AS12874","IT","Fastweb SpA","215","FASTWEB VULA Statico","5678","socks4","35","N/A","2021-08-31T11:26:36.269Z"
"14.102.43.242","elite","AS18002","IN","World Phone Internet Services Pvt Ltd","264","N/A","5678","socks4","34","531","2021-08-31T11:26:36.213Z"
"94.180.249.187","elite","AS41668","RU","CJSC \"ER-Telecom Holding\" Kazan' branch","189","JSC \"ER-Telecom Holding\" Kazan' Branch","59723","socks4","38","834","2021-08-31T11:26:35.354Z"
"14.18.39.203","elite","AS58466","CN","CHINANET Guangdong province network","169","Chinanet GD","5678","socks4","34","5001","2021-08-31T11:26:34.799Z"
"93.180.218.202","elite","AS203217","IQ","Horizon Scope Mobile Telecom WLL","254","Horizon Scope Mobile Telecom WLL","5678","socks4","34","540","2021-08-31T11:26:33.009Z"
"92.86.33.126","elite","AS9050","RO","Romtelecom","185","N/A","1080","socks4","35","N/A","2021-08-31T11:26:33.846Z"
"154.127.122.90","elite","AS37358","ZA","BitCo","375","BitCo","5678","socks4","35","5003","2021-08-31T11:26:31.824Z"
"5.154.24.205","elite","AS29119","ES","Airenetworks","205","Aire Networks Del Mediterraneo SL Unipersonal","5678","socks4","34","5001","2021-08-31T11:26:31.864Z"
"14.226.62.170","elite","AS45899","VN","VNPT","177","Vietnam Posts and Telecommunications Group","5678","socks4","34","354","2021-08-31T11:26:27.534Z"
"77.120.93.135","elite","AS25229","UA","Volia Rivne","188","N/A","52263","socks4","36","N/A","2021-08-31T11:26:26.553Z"
"49.68.115.55","elite","AS4134","CN","Chinanet","157","Chinanet JS","5678","socks4","34","5001","2021-08-31T11:26:26.155Z"
"154.126.79.130","elite","AS37054","MG","Telecom Malagasy","354","Telma","5678","socks4","34","N/A","2021-08-31T11:26:25.606Z"
"154.81.174.71","elite","AS398993","JP","PEG TECH INC","N/A","CloudInnovation","1080","socks4","34","5000","2021-08-31T11:26:24.116Z"
"14.191.3.224","elite","AS45899","VN","VNPT","163","Vietnam Posts and Telecommunications Group","5678","socks4","34","5001","2021-08-31T11:26:24.077Z"
"85.185.166.67","elite","AS58224","IR","Iran Telecommunication Company PJS","245","Padidar Technology  Company","5678","socks4","35","N/A","2021-08-31T11:26:21.464Z"
"85.185.166.68","elite","AS58224","IR","Iran Telecommunication Company PJS","245","Padidar Technology  Company","5678","socks4","38","N/A","2021-08-31T11:26:20.368Z"
"86.82.31.161","elite","AS1136","NL","KPN N.V.","N/A","N/A","5678","socks4","39","5002","2021-08-31T11:26:19.275Z"
"5.160.80.162","elite","AS42337","IR","RSPN","233","N/A","5678","socks4","38","N/A","2021-08-31T11:26:17.844Z"
"5.190.229.133","elite","AS58224","IR","Iran Telecommunication Company PJS","272","N/A","5678","socks4","36","598","2021-08-31T11:26:16.146Z"
"14.207.76.190","elite","AS45758","TH","Triple T Internet Company Limited","209","Triple T Internet Company Limited","5678","socks4","34","5001","2021-08-31T11:26:16.305Z"
"5.56.133.57","elite","AS50673","NL","Serverius","146","Kako Host Communications Inc.","1080","socks4","35","N/A","2021-08-31T11:26:16.837Z"
"143.55.54.130","elite","AS26077","US","Nextlink Broadband","72","Nextlink Broadband","5678","socks4","34","N/A","2021-08-31T11:26:16.805Z"
"5.160.120.154","elite","AS42337","IR","Respina","N/A","Respina Networks & Beyond PJSC","5678","socks4","44","5001","2021-08-31T11:26:13.603Z"
"14.102.51.254","elite","AS133647","IN","WORLDPHONE","254","N/A","5678","socks4","35","N/A","2021-08-31T11:26:10.797Z"
"114.4.240.234","elite","AS4761","ID","PT. INDOSAT Tbk","240","PT. INDOSAT Tbk","5678","socks4","34","460","2021-08-31T11:26:09.669Z"
"115.127.106.82","elite","AS24342","BD","BRACNet Limited","236","bracNet","5678","socks4","36","5002","2021-08-31T11:26:08.418Z"
"151.242.91.232","elite","AS31549","IR","SHATEL Network","226","Arya Rasana Tadbir Co.","5678","socks4","35","5001","2021-08-31T11:26:07.020Z"
"115.124.69.110","elite","AS38511","ID","PT Remala Abadi","204","N/A","5678","socks4","35","N/A","2021-08-31T11:26:02.620Z"
"84.241.2.192","elite","AS31549","IR","SHATEL Network","248","Shatel Group","5678","socks4","36","551","2021-08-31T11:26:02.160Z"
