ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"154.126.38.77","elite","AS37054","MG","Telecom Malagasy","N/A","Telma","5678","socks4","34","5003","2021-08-31T11:31:02.180Z"
"119.18.147.125","elite","AS45326","BD","BBTS Network","248","N/A","4145","socks4","35","N/A","2021-08-31T11:31:02.243Z"
"12.202.241.3","elite","AS7018","US","AT&T Services","57","Acc-joseph Airport Hyundai","5678","socks4","35","5001","2021-08-31T11:31:01.143Z"
"190.52.34.54","elite","AS52312","AR","TV MUSIC HOUSE JUJUY","663","TV MUSIC HOUSE JUJUY","5678","socks4","35","N/A","2021-08-31T11:31:01.860Z"
"77.122.20.162","elite","AS25229","UA","Volia Kharkov","192","N/A","5678","socks4","35","5001","2021-08-31T11:31:00.435Z"
"190.61.107.73","elite","AS52468","CR","Ufinet Panama S.A.","138","Ufinet Costa Rica, S. A","5678","socks4","45","687","2021-08-31T11:31:00.468Z"
"192.181.69.47","elite","AS10796","US","Spectrum","76","Time Warner Cable Internet LLC","5678","socks4","34","166","2021-08-31T11:30:59.258Z"
"190.217.22.117","elite","AS3549","CO","Level 3 Communications, Inc.","118","Level 3 Colombia S.A","5678","socks4","35","N/A","2021-08-31T11:30:58.762Z"
"191.33.230.114","elite","AS18881","BR","Vivo","227","Sagran Soc. dos Amigos do Res. Granville","5678","socks4","35","449","2021-08-31T11:30:57.168Z"
"119.10.179.65","elite","AS24530","ID","PT. Power Telecom Indonesia","181","Powertel","5430","socks4","36","N/A","2021-08-31T11:30:55.865Z"
"105.27.98.198","elite","AS37100","KE","SEACOM Limited","289","Seacom Assignments","5678","socks4","34","580","2021-08-31T11:30:55.936Z"
"14.207.25.71","elite","AS45758","TH","Triple T Internet Company Limited","216","Triple T Internet Company Limited","1099","socks4","38","5001","2021-08-31T11:30:54.744Z"
"105.213.89.70","elite","AS16637","ZA","MTN SA","301","MTN SA","5678","socks4","35","5001","2021-08-31T11:30:53.376Z"
"119.15.82.17","elite","AS24492","KH","WiCAM Corporation Ltd","219","WiCAM Corporation, LTD","5678","socks4","36","5001","2021-08-31T11:30:53.386Z"
"144.48.108.218","elite","AS58689","BD","ICC Communication","256","N/A","5678","socks4","35","N/A","2021-08-31T11:30:49.017Z"
"122.102.43.185","elite","AS38758","ID","PT Hipernet Indodata","205","N/A","5678","socks4","36","5001","2021-08-31T11:30:47.600Z"
"103.94.124.148","elite","AS9341","ID","PT Indonesia Comnets Plus","204","CV. MANDIRI PRATAMA","5678","socks4","34","3202","2021-08-31T11:30:46.353Z"
"14.207.81.175","elite","AS45758","TH","Triple T Internet Company Limited","209","Triple T Internet Company Limited","5678","socks4","38","5001","2021-08-31T11:30:46.413Z"
"117.196.237.114","elite","AS9829","IN","Bharat Sanchar Nigam Ltd","N/A","BSNL BBoWIFI services","5678","socks4","35","293","2021-08-31T11:30:45.078Z"
"117.242.39.208","elite","AS9829","IN","BSNL Internet","277","N/A","5678","socks4","52","5001","2021-08-31T11:30:44.115Z"
"106.3.142.82","elite","AS4808","CN","China Unicom Beijing Province Network","170","CNISP-Union Technology (Beijing) Co., Ltd","4153","socks4","45","N/A","2021-08-31T11:30:42.452Z"
"103.9.190.186","elite","AS38901","KH","EZECOM limited","189","EZECOM limited","5678","socks4","36","N/A","2021-08-31T11:30:41.819Z"
"118.67.220.58","elite","AS58923","BD","InterCloud Limited","226","InterCloud ltd","5678","socks4","35","477","2021-08-31T11:30:40.902Z"
"103.94.4.250","elite","AS9341","ID","ICONPLN","198","N/A","5678","socks4","37","415","2021-08-31T11:30:40.029Z"
"109.69.73.100","elite","AS57214","RU","RU RZN Vidikon","207","N/A","1080","socks4","38","N/A","2021-08-31T11:30:40.966Z"
"14.102.78.67","elite","AS18002","IN","WORLDPHONE","279","N/A","4145","socks4","34","N/A","2021-08-31T11:30:40.892Z"
"114.5.116.81","elite","AS4761","ID","PT. INDOSAT Tbk","220","PT. INDOSAT Tbk","5678","socks4","34","5002","2021-08-31T11:30:39.635Z"
"121.100.18.222","elite","AS9341","ID","NAP.Net.id - Network Access Point","189","N/A","5678","socks4","35","781","2021-08-31T11:30:39.654Z"
"103.95.40.125","elite","AS58495","ID","X-NODE","195","N/A","5678","socks4","34","N/A","2021-08-31T11:30:38.919Z"
"92.242.221.224","elite","AS43395","IR","Pooya Parto Qeshm Cooperative Company","N/A","Respina","5678","socks4","40","5001","2021-08-31T11:30:37.033Z"
"117.212.194.53","elite","AS9829","IN","BSNL Internet","292","N/A","5678","socks4","45","5002","2021-08-31T11:30:36.728Z"
"103.197.205.129","elite","AS136759","BD","Evergreen Online Ltd","249","Evergreen Online Ltd.","5678","socks4","35","5001","2021-08-31T11:30:36.568Z"
"115.127.160.171","elite","AS24342","BD","BRACNet Limited","336","bracNet","5678","socks4","34","1100","2021-08-31T11:30:33.862Z"
"115.124.76.242","elite","AS38511","ID","PT Remala Abadi","197","N/A","5678","socks4","33","N/A","2021-08-31T11:30:31.682Z"
"115.75.166.117","elite","AS7552","VN","VIETELxdsl","198","xDSL Services","5678","socks4","35","5001","2021-08-31T11:30:30.787Z"
"103.232.64.228","elite","AS137311","ID","PT. KINEZ CREATIVE SOLUTIONS","193","PT. Kinez Network Solutions","4145","socks4","38","382","2021-08-31T11:30:30.727Z"
"117.241.169.121","elite","AS9829","IN","BSNL Internet","278","N/A","5678","socks4","35","551","2021-08-31T11:30:29.322Z"
"103.18.68.76","elite","AS132768","IN","Five network Broadband Solution Pvt Ltd","262","Five network Broadband Solution Pvt Ltd","5678","socks4","37","558","2021-08-31T11:30:28.055Z"
"117.242.36.253","elite","AS9829","IN","BSNL Internet","343","N/A","5678","socks4","34","5001","2021-08-31T11:30:27.836Z"
"115.78.4.247","elite","AS7552","VN","VIETELftth","188","N/A","5678","socks4","44","5001","2021-08-31T11:30:25.067Z"
"103.17.245.82","elite","AS55666","ID","PT Media Sarana Data","196","Gmedia ID Malang","5678","socks4","45","N/A","2021-08-31T11:30:25.126Z"
"103.212.92.233","elite","AS138312","IN","Best Telnet Services Private Limited","243","Best telnet services private limited","35265","socks4","35","N/A","2021-08-31T11:30:24.200Z"
"103.228.118.6","elite","AS56242","ID","PT SumberKoneksi Indotelematika","197","N/A","5678","socks4","34","393","2021-08-31T11:30:21.622Z"
"117.212.192.182","elite","AS9829","IN","BSNL Internet","N/A","N/A","5678","socks4","36","5001","2021-08-31T11:30:20.394Z"
"85.89.184.87","elite","AS16342","PL","TOYA Sp. z o.o.","183","Toya:net","5678","socks4","52","3177","2021-08-31T11:30:20.526Z"
"92.46.207.42","elite","AS50482","KZ","Kazakhtelecom Data Network Administration","248","AGROFIRMATNK","5678","socks4","35","5001","2021-08-31T11:30:19.934Z"
"114.89.83.105","elite","AS4812","CN","China Telecom (Group)","N/A","Chinanet SH","4145","socks4","36","5002","2021-08-31T11:30:17.776Z"
"82.160.138.224","elite","AS204086","PL","Jaroslaw Wszol PHU Jaranet","217","N/A","5678","socks4","34","N/A","2021-08-31T11:30:16.686Z"
"84.179.29.94","elite","AS3320","DE","Deutsche Telekom AG","219","Deutsche Telekom AG","5678","socks4","35","5001","2021-08-31T11:30:15.558Z"
"91.239.244.33","elite","AS51394","PL","Akasha.net Sp. z o.o.","383","Akasha.net Sp. z o.o","5678","socks4","35","5001","2021-08-31T11:30:12.586Z"
"85.196.136.17","elite","AS200024","BG","Kentavar M Ltd","180","Kentavar M LTD.","4153","socks4","45","N/A","2021-08-31T11:30:09.844Z"
"85.190.247.102","elite","AS206373","PL","MSK","172","MSK Systemy Informatyczne Michal Skwarek","5678","socks4","46","5002","2021-08-31T11:30:07.300Z"
"94.182.235.76","elite","AS31549","IR","Aria Shatel Company Ltd","N/A","Shtl NET DED","5678","socks4","34","5001","2021-08-31T11:30:06.496Z"
"117.210.210.156","elite","AS9829","IN","BSNL Internet","288","N/A","5678","socks4","37","5001","2021-08-31T11:30:03.270Z"
"87.117.180.143","elite","AS12389","RU","Teleset Company. City of Kazan.","221","Teleset LLC","5678","socks4","34","1779","2021-08-31T11:30:01.583Z"
"114.7.192.254","elite","AS4761","ID","PT. INDOSAT Tbk","230","PT. INDOSAT Tbk","4153","socks4","35","5001","2021-08-31T11:30:00.634Z"
"84.241.55.158","elite","AS31549","IR","SHATEL DSL Network","237","Arya Rasana Tadbir Co.","5678","socks4","35","474","2021-08-31T11:29:59.059Z"
"85.206.57.202","elite","AS204390","LT","UAB \"Magnetukas\"","186","N/A","4145","socks4","35","N/A","2021-08-31T11:29:57.774Z"
"117.252.209.89","elite","AS9829","IN","BSNL Internet","310","N/A","5678","socks4","36","5001","2021-08-31T11:29:57.278Z"
"45.172.135.230","elite","AS268771","BR","BINARY NET TELECOMUNICAÔÔES EIRELI","185","BINARY NET TELECOMUNICAÇÕES EIRELI","4145","socks4","45","N/A","2021-08-31T11:29:56.929Z"
"43.254.126.6","elite","AS58482","ID","PT Palapa Media Indonesia","N/A","N/A","5678","socks4","34","5001","2021-08-31T11:29:56.083Z"
"115.127.34.194","elite","AS24342","BD","BRACNet Limited","440","BRACNet Limited","5678","socks4","35","N/A","2021-08-31T11:29:54.869Z"
"103.103.147.121","elite","AS136861","ID","ARTAMEDIANET","193","N/A","5678","socks4","35","N/A","2021-08-31T11:29:53.419Z"
"103.106.112.11","elite","AS136880","ID","SMSNET","204","N/A","5430","socks4","49","1180","2021-08-31T11:29:52.524Z"
"103.137.108.106","elite","AS138023","BD","Creation Online","266","Creation Online","5678","socks4","35","N/A","2021-08-31T11:29:51.202Z"
"93.74.73.219","elite","AS25229","UA","Volia Kiev","195","N/A","5678","socks4","45","5001","2021-08-31T11:29:50.846Z"
"103.101.194.34","elite","AS136847","ID","ALIFTAMA","184","N/A","5430","socks4","35","N/A","2021-08-31T11:29:50.616Z"
"103.142.110.60","elite","AS38758","ID","PT. HIPERNET INDODATA","206","PT. HIPERMEDIA TEKNOLOGI INDONESIA","5678","socks4","35","419","2021-08-31T11:29:50.006Z"
"103.105.238.1","elite","AS135719","IN","Lm Energy And Software Private Limited","253","Lm Energy And Software Private Limited","53977","socks4","35","N/A","2021-08-31T11:29:49.746Z"
"103.102.136.177","elite","AS137029","BD","Chittagong multi channel limited","289","Nizam Uddin Mazud","5678","socks4","37","N/A","2021-08-31T11:29:48.610Z"
"103.130.184.66","elite","AS131111","ID","PT. Mora Telematika Indonesia","197","N/A","5678","socks4","34","N/A","2021-08-31T11:29:47.285Z"
"103.137.162.222","elite","AS137020","BD","Delstar Network","241","N/A","5678","socks4","40","N/A","2021-08-31T11:29:46.403Z"
"94.182.203.142","elite","AS31549","IR","Aria Shatel Company Ltd","231","SHATEL Network","5678","socks4","34","N/A","2021-08-31T11:29:45.151Z"
"103.108.144.142","elite","AS135654","BD","Internet @ Home Limited","249","60 AB","5678","socks4","38","5001","2021-08-31T11:29:45.934Z"
"103.123.151.234","elite","AS131111","ID","PT. Mora Telematika Indonesia","186","N/A","5678","socks4","49","5000","2021-08-31T11:29:45.305Z"
"93.103.160.51","elite","AS34779","SI","T-2 d.o.o.","220","N/A","5678","socks4","35","5001","2021-08-31T11:29:43.120Z"
"103.10.29.247","elite","AS45650","NP","Vianet Communications Pvt. Ltd","277","Vianet","5678","socks4","36","595","2021-08-31T11:29:40.084Z"
"103.134.57.113","elite","AS138600","BD","Achiever Broadband Internet","296","ABI","4153","socks4","34","N/A","2021-08-31T11:29:39.624Z"
"103.136.200.52","elite","AS138692","BD","Polly IT","239","POLLYIT","5678","socks4","37","524","2021-08-31T11:29:38.354Z"
"103.112.179.14","elite","AS132222","AF","Afghanistan Holding Group","265","Sanzar F Kakar","5678","socks4","35","N/A","2021-08-31T11:29:38.540Z"
"45.112.125.58","elite","AS58369","ID","FIBERNET","199","N/A","4145","socks4","46","3193","2021-08-31T11:29:38.990Z"
"93.180.99.145","elite","AS42560","BA","TELEMACH BH","1195","N/A","5678","socks4","36","5002","2021-08-31T11:29:37.417Z"
"77.242.235.33","elite","AS42739","PL","LKH INTERMEDIA","177","LKH INTERMEDIA Sp. z o.o.","4153","socks4","35","357","2021-08-31T11:29:37.367Z"
"77.242.108.162","elite","AS15493","RU","JSC \"Russian Company\" LIR","313","Join Stock Company","5678","socks4","35","N/A","2021-08-31T11:29:36.381Z"
"77.241.20.215","elite","AS42277","RU","Limited liability company","198","JSC Kursktelecom","55915","socks4","35","399","2021-08-31T11:29:35.220Z"
"103.140.25.10","elite","AS139227","BD","Ali Akber","N/A","N/A","5678","socks4","46","5001","2021-08-31T11:29:35.495Z"
"77.48.205.135","elite","AS16019","CZ","UPC Czech","197","Tkom Plus sro","5678","socks4","35","5002","2021-08-31T11:29:34.133Z"
"45.221.88.40","elite","AS327794","ZA","ClearAccess","N/A","N/A","5678","socks4","35","5003","2021-08-31T11:29:33.492Z"
"5.160.121.242","elite","AS42337","IR","Dade Pardazi Respina PJSC","231","Respina Networks & Beyond PJSC","5678","socks4","35","5001","2021-08-31T11:29:30.761Z"
"77.77.213.90","elite","AS42560","BA","TELEMACH BH","172","N/A","5678","socks4","45","5002","2021-08-31T11:29:28.503Z"
"49.81.125.167","elite","AS4134","CN","Chinanet","178","Chinanet JS","5678","socks4","35","5001","2021-08-31T11:29:24.969Z"
"72.221.164.34","elite","AS22773","US","Cox Communications Inc.","111","Cox Communications","60671","socks4","46","5003","2021-08-31T11:29:22.854Z"
"5.188.67.254","elite","AS200590","KZ","NLS","260","N/A","5678","socks4","34","5001","2021-08-31T11:29:19.532Z"
"80.85.98.110","elite","AS33874","MT","Epic Communications Limited","179","Epic Communications Ltd","5678","socks4","35","5003","2021-08-31T11:29:18.387Z"
"77.238.79.111","elite","AS39135","BG","FIBER1","174","N/A","5678","socks4","35","5001","2021-08-31T11:29:17.230Z"
"45.126.169.137","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","233","NET 4 U Services PVT LTD","4145","socks4","34","N/A","2021-08-31T11:29:16.401Z"
"45.229.174.81","elite","AS267162","BR","LINKNET Telecom","192","LINKNET Telecom","4145","socks4","35","N/A","2021-08-31T11:29:13.841Z"
"5.160.82.67","elite","AS42337","IR","Respina","235","N/A","30180","socks4","34","N/A","2021-08-31T11:29:13.650Z"
"80.248.70.22","elite","AS30982","US","Internet Numbers Authority","294","Internet Numbers Authority","5678","socks4","34","5002","2021-08-31T11:29:12.751Z"
"5.56.134.237","elite","AS61191","IR","Abazarhaye Farsi Shabakeh (Persian Tools) Co.","N/A","Jahesh Server","45698","socks4","44","5001","2021-08-31T11:29:11.558Z"
"43.245.95.113","elite","AS55427","NP","BroadLink Networks and Communications","282","N/A","3306","socks4","44","N/A","2021-08-31T11:29:11.937Z"
"36.94.32.32","elite","AS7713","ID","PT. Telekomunikasi Indonesia","N/A","Telekomunikasi Indonesia","5678","socks4","34","5009","2021-08-31T11:29:11.591Z"
"202.44.110.169","elite","AS38011","BD","GramBangla Systems Ltd","263","N/A","5678","socks4","35","538","2021-08-31T11:29:09.268Z"
"202.57.35.74","elite","AS9927","PH","PhilCom Corporation","172","PhilCom Corporation","5678","socks4","36","N/A","2021-08-31T11:29:07.833Z"
"202.29.245.46","elite","AS4621","TH","THAINET","221","N/A","32241","socks4","37","414","2021-08-31T11:29:07.052Z"
"80.240.248.183","elite","AS35516","RU","Kursknet.ru","211","OJSC Rostelecom","4153","socks4","45","423","2021-08-31T11:29:05.361Z"
"80.191.169.81","elite","AS58224","IR","Information Technology Company","247","Azad University of Anar","4145","socks4","34","3730","2021-08-31T11:29:04.415Z"
"202.159.121.145","elite","AS9340","ID","PT IndoInternet","189","N/A","443","socks4","36","N/A","2021-08-31T11:29:04.319Z"
"202.5.46.241","elite","AS45326","BD","BBTS-NEW","279","N/A","5678","socks4","34","576","2021-08-31T11:29:01.847Z"
"202.178.115.154","elite","AS38235","KH","AngkorNet","183","N/A","5678","socks4","39","366","2021-08-31T11:29:00.325Z"
"202.65.171.242","elite","AS38592","BD","Chittagong Online Limited.","240","Chittagong Online Limited.","5678","socks4","44","493","2021-08-31T11:28:59.306Z"
"80.92.226.201","elite","AS1820","UA","WNET TELECOM USA Corp.","181","Wnet LLC","5678","socks4","35","5001","2021-08-31T11:28:58.347Z"
"202.7.52.127","elite","AS24441","KH","CityLink Corporation","198","CityLink Corporation, LTD","5678","socks4","35","399","2021-08-31T11:28:57.995Z"
"187.19.127.180","elite","AS53160","BR","Unidasnet Comunicacoes Ltda","191","Unidasnet Comunicacoes Ltda","4153","socks4","35","N/A","2021-08-31T11:28:56.892Z"
"186.97.183.42","elite","AS27831","CO","Colombia Móvil","109","Colombia Móvil","5678","socks4","34","222","2021-08-31T11:28:55.020Z"
"36.94.92.19","elite","AS7713","ID","PT. Telekomunikasi Indonesia","258","Telekomunikasi Indonesia","5678","socks4","35","N/A","2021-08-31T11:28:54.488Z"
"187.103.232.26","elite","AS28283","BR","Adylnet Telecom","199","Adylnet Telecom","4153","socks4","35","408","2021-08-31T11:28:54.369Z"
"5.190.92.12","elite","AS58224","IR","Iran Telecommunication Company PJS","305","ORG Ha764 Ripe","5678","socks4","46","700","2021-08-31T11:28:54.449Z"
"186.97.252.138","elite","AS27831","CO","Colombia Móvil","109","Colombia Móvil","5678","socks4","37","232","2021-08-31T11:28:53.265Z"
"36.94.202.103","elite","AS7713","ID","PT. Telekomunikasi Indonesia","273","Telekomunikasi Indonesia","5678","socks4","36","N/A","2021-08-31T11:28:53.338Z"
"36.95.110.41","elite","AS7713","ID","PT. Telekomunikasi Indonesia","199","Telekomunikasi Indonesia","1080","socks4","35","N/A","2021-08-31T11:28:52.175Z"
"186.64.81.3","elite","AS27953","AR","Nodosud S.A","187","Nodosud S.A","5678","socks4","41","N/A","2021-08-31T11:28:52.592Z"
"81.18.90.43","elite","AS8708","RO","RCS & RDS","178","RCS & RDS Business","4153","socks4","36","3179","2021-08-31T11:28:52.694Z"
"188.119.45.246","elite","AS12735","TR","TurkNet Iletisim Hizmetleri","214","TurkNet Iletisim Hizmetleri A.S.","5678","socks4","35","5001","2021-08-31T11:28:51.699Z"
"5.160.122.86","elite","AS42337","IR","Respina","230","Respina Networks & Beyond PJSC","5678","socks4","35","477","2021-08-31T11:28:51.905Z"
"220.196.56.47","elite","AS17621","CN","China Unicom Network","152","N/A","1080","socks4","34","305","2021-08-31T11:28:50.618Z"
"222.124.170.66","elite","AS7713","ID","PT. TELKOM INDONESIA","206","N/A","1080","socks4","39","1015","2021-08-31T11:28:49.764Z"
"37.144.43.188","elite","AS8402","RU","CORBINA","228","N/A","5678","socks4","39","470","2021-08-31T11:28:49.682Z"
"79.124.23.9","elite","AS57344","BG","Telehouse EAD","181","Rokada","4153","socks4","34","5001","2021-08-31T11:28:48.883Z"
"218.81.188.234","elite","AS4812","CN","China Telecom (Group)","142","Chinanet SH","5678","socks4","35","5003","2021-08-31T11:28:48.046Z"
"36.95.47.77","elite","AS7713","ID","PT. Telekomunikasi Indonesia","N/A","Telekomunikasi Indonesia","5678","socks4","35","2144","2021-08-31T11:28:48.420Z"
"186.235.33.2","elite","AS53199","BR","ONE CENTER INFORMATICA EIRELI-EPP","184","ONE CENTER INFORMATICA EIRELI-EPP","5678","socks4","38","N/A","2021-08-31T11:28:44.388Z"
"179.63.241.154","elite","AS52475","AR","Oficina Pyme S.A.","176","Oficina Pyme S.A","5678","socks4","35","N/A","2021-08-31T11:28:43.200Z"
"80.248.65.65","elite","AS30982","US","Internet Numbers Authority","237","Internet Numbers Authority","5678","socks4","36","518","2021-08-31T11:28:43.233Z"
"187.243.250.222","elite","AS262916","MX","Mega Cable, S.A. de C.V.","46","Mega Cable, S.A. de C.V.","1080","socks4","44","106","2021-08-31T11:28:43.553Z"
"216.54.3.253","elite","AS22773","US","Cox Communications Inc.","77","Cox Communications Inc","5678","socks4","35","N/A","2021-08-31T11:28:42.529Z"
"217.218.218.183","elite","AS58224","IR","Iran Telecommunication Company PJS","N/A","Tcimrk","5678","socks4","35","N/A","2021-08-31T11:28:42.120Z"
"179.108.248.174","elite","AS263276","BR","BBG TELECOM LTDA","148","Erika Monteiro Guerra","4153","socks4","35","N/A","2021-08-31T11:28:41.087Z"
"18.216.32.60","elite","AS16509","US","Amazon.com, Inc.","53","AWS EC2 (us-east-2)","5678","socks4","35","N/A","2021-08-31T11:28:41.395Z"
"181.115.232.14","elite","AS6568","BO","Entel S.A. - EntelNet","192","Entel S.A. - EntelNet","4153","socks4","34","N/A","2021-08-31T11:28:40.400Z"
"41.190.70.110","elite","AS37032","GH","Alink Ghana-Network","266","N/A","5678","socks4","34","N/A","2021-08-31T11:28:40.873Z"
"41.190.69.198","elite","AS37032","GH","Alink Telecom Ghana","238","Alink Telecom Ghana","5678","socks4","38","N/A","2021-08-31T11:28:39.620Z"
"181.129.181.98","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","109","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","36","222","2021-08-31T11:28:39.520Z"
