ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"43.246.162.241","elite","AS136639","IN","Skynet India Internet Services","273","Skynet India","5678","socks4","34","538","2021-08-31T11:09:00.604Z"
"219.159.38.207","elite","AS4837","CN","CHINA UNICOM China169 Backbone","175","Icdhl","38051","socks4","34","N/A","2021-08-31T11:08:59.274Z"
"14.200.174.50","elite","AS7545","AU","TPG Internet Pty Ltd","152","TPG Internet Pty Ltd.","5678","socks4","34","308","2021-08-31T11:08:59.331Z"
"43.245.218.9","elite","AS24492","KH","WiCAM Corporation Ltd","198","WiCAM Corporation Ltd.","5678","socks4","34","N/A","2021-08-31T11:08:59.165Z"
"41.175.14.254","elite","AS30844","ZM","Liquid Telecommunications Ltd","331","Liquid Telecommunications Operations Limited","5678","socks4","34","639","2021-08-31T11:08:59.192Z"
"139.193.48.234","elite","AS23700","ID","PT. First Media, Tbk","204","N/A","5678","socks4","36","5001","2021-08-31T11:08:58.456Z"
"45.164.197.41","elite","AS268640","BR","Jsouzanet Telecom","170","Jsouzanet Telecom","5678","socks4","35","N/A","2021-08-31T11:08:58.302Z"
"41.242.96.1","elite","AS37054","MG","Association iRENALA","324","N/A","5678","socks4","44","N/A","2021-08-31T11:08:57.462Z"
"45.201.202.25","elite","AS131178","KH","King Technologies Co","217","King Technologies Co., Ltd","5678","socks4","35","5001","2021-08-31T11:08:57.535Z"
"217.64.46.114","elite","AS39324","FI","Mediam Oy","181","Mediam Oy","5678","socks4","36","5001","2021-08-31T11:08:56.830Z"
"41.169.76.210","elite","AS36937","ZA","Liquid Telecommunications South Africa (Pty) Ltd","310","Liquid Telecommunications Operations Limited","5678","socks4","37","5003","2021-08-31T11:08:56.024Z"
"114.234.81.139","elite","AS4134","CN","Chinanet","175","Chinanet JS","5678","socks4","35","5001","2021-08-31T11:08:52.750Z"
"213.81.157.38","elite","AS6855","SK","Slovak Telecom AS6855","192","Slovak Telecom, a. s","5678","socks4","34","385","2021-08-31T11:08:51.192Z"
"45.115.252.194","elite","AS133647","IN","Elxire Services","262","Elxire IT Services Pvt. Ltd.","5678","socks4","37","N/A","2021-08-31T11:08:51.795Z"
"217.107.193.167","elite","AS201270","RU","Belgorod Zelenaya Tochka","244","N/A","5678","socks4","34","N/A","2021-08-31T11:08:50.130Z"
"43.245.212.153","elite","AS45345","NC","Nautile SARL","182","Xlnet","5678","socks4","39","5002","2021-08-31T11:08:49.627Z"
"41.218.113.178","elite","AS33763","AO","Internet Technologies Namibia","314","Internet Technologies Angola","5678","socks4","35","5002","2021-08-31T11:08:50.000Z"
"212.49.81.11","elite","AS12455","KE","TKL-JAMBONET","323","Telephone House","5678","socks4","46","639","2021-08-31T11:08:47.547Z"
"115.124.68.185","elite","AS38511","ID","PT Remala Abadi","201","N/A","5678","socks4","36","5001","2021-08-31T11:08:46.152Z"
"218.29.103.28","elite","AS4837","CN","CNC Group CHINA169 Henan Province Network","168","DeBaoYiLiao Corp","5678","socks4","44","5001","2021-08-31T11:08:45.843Z"
"41.138.163.234","elite","AS20598","NG","Autonomous System number for Cyber Space","227","Visafone Communications Limited","5678","socks4","35","457","2021-08-31T11:08:44.194Z"
"202.29.243.252","elite","AS4621","TH","THAINET","232","N/A","4153","socks4","35","430","2021-08-31T11:08:43.812Z"
"201.184.233.178","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","36","235","2021-08-31T11:08:42.294Z"
"201.184.136.114","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","35","N/A","2021-08-31T11:08:41.626Z"
"202.51.124.46","elite","AS17995","ID","PT iForte Global Internet","211","N/A","5678","socks4","45","5001","2021-08-31T11:08:41.059Z"
"201.158.106.71","elite","AS263167","MX","Comunicalo De Mexico S.a. De C.V","78","Comunicalo De Mexico S.a. De C.V","4145","socks4","34","N/A","2021-08-31T11:08:41.095Z"
"114.5.95.162","elite","AS4761","ID","PT. INDOSAT Tbk","206","PT. INDOSAT Tbk","5678","socks4","34","N/A","2021-08-31T11:08:40.442Z"
"201.16.168.253","elite","AS16735","BR","ALGAR TELECOM S/A","193","Companhia de Telecomunicacoes do Brasil Central","5678","socks4","35","N/A","2021-08-31T11:08:40.653Z"
"217.219.81.138","elite","AS58224","IR","Iran Telecommunication Company PJS","272","Park","5678","socks4","40","N/A","2021-08-31T11:08:40.247Z"
"201.146.149.200","elite","AS8151","MX","Uninet S.A. de C.V","29","Gestión de direccionamiento UniNet","5678","socks4","35","440","2021-08-31T11:08:39.141Z"
"190.63.160.62","elite","AS23487","EC","CONECEL","131","CONECEL","4145","socks4","35","N/A","2021-08-31T11:08:39.046Z"
"115.147.19.119","elite","AS9299","PH","Philippine Long Distance Telephone Co.","N/A","Philippine Long Distance Telephone Co.","5678","socks4","38","5001","2021-08-31T11:08:39.506Z"
"201.184.239.74","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","35","222","2021-08-31T11:08:39.788Z"
"201.33.170.25","elite","AS53181","BR","K2 Telecom e Multimidia LTDA ME","182","K2 Telecom e Multimidia LTDA ME","31337","socks4","35","N/A","2021-08-31T11:08:38.508Z"
"190.52.128.247","elite","AS27866","PY","CO.PA.CO.","236","CO.PA.CO","5678","socks4","35","5000","2021-08-31T11:08:37.401Z"
"201.204.47.67","elite","AS11830","CR","Instituto Costarricense de Electricidad y Telecom.","98","ALAJUELA","5678","socks4","34","3091","2021-08-31T11:08:36.647Z"
"202.21.117.126","elite","AS9484","MN","Mobinet LLC","182","MobiNet","5678","socks4","45","5002","2021-08-31T11:08:35.332Z"
"185.87.45.230","elite","AS6752","AD","Andorra Telecom SAU","158","Andorra Telecom SAU","4153","socks4","39","316","2021-08-31T11:08:33.169Z"
"185.61.164.201","elite","AS21339","GB","Contingency Networks Ltd","143","CNL Access Networks","5678","socks4","35","N/A","2021-08-31T11:08:32.265Z"
"185.83.162.119","elite","AS201105","ES","Wifi Intersur S.L.","153","N/A","5678","socks4","39","5001","2021-08-31T11:08:31.555Z"
"190.6.140.58","elite","AS28118","DO","Altice Dominicana S.A.","102","Altice Dominicana S.A","5678","socks4","46","5001","2021-08-31T11:08:30.064Z"
"202.152.38.77","elite","AS4800","ID","Network Access Provider and Internet Service Provider","245","LA TPK","49420","socks4","36","939","2021-08-31T11:08:29.681Z"
"202.21.115.94","elite","AS9484","MN","Mobinet LLC","171","MobiNet","44574","socks4","38","N/A","2021-08-31T11:08:26.399Z"
"185.65.186.134","elite","AS201704","ES","Electrica Sollerense SAU","230","Electrica Sollerense SAU","5678","socks4","35","5002","2021-08-31T11:08:25.962Z"
"202.166.207.55","elite","AS17501","NP","WorldLink Communications","N/A","N/A","4153","socks4","36","5001","2021-08-31T11:08:25.609Z"
"190.214.10.154","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","N/A","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","37","5002","2021-08-31T11:08:24.628Z"
"115.213.119.88","elite","AS4134","CN","Chinanet","184","N/A","5678","socks4","34","5001","2021-08-31T11:08:22.409Z"
"185.97.92.203","elite","AS59989","LB","MYISP","N/A","My ISP SARL","5678","socks4","35","429","2021-08-31T11:08:20.276Z"
"114.134.188.210","elite","AS45429","KH","Cambodian Singmeng Telemedia CO","206","N/A","5678","socks4","35","403","2021-08-31T11:08:15.129Z"
"114.4.200.92","elite","AS4761","ID","PT. INDOSAT Tbk","210","PT. INDOSAT Tbk","5678","socks4","45","419","2021-08-31T11:08:14.039Z"
"114.57.39.226","elite","AS4795","ID","PT. Indosat Mega Media","208","PT. Indosat Mega Media","5678","socks4","36","5002","2021-08-31T11:08:12.860Z"
"190.239.24.2","elite","AS6147","PE","Telefonica del Peru","187","PE-TDPERX5-LACNIC","5678","socks4","35","5000","2021-08-31T11:08:09.200Z"
"185.99.177.22","elite","AS200678","CZ","ISP Alliance a.s.","175","N/A","4153","socks4","35","347","2021-08-31T11:08:09.318Z"
"185.33.139.170","elite","AS21430","CZ","WIA spol. s.r.o","162","WIA s.r.o","5678","socks4","35","5001","2021-08-31T11:08:08.354Z"
"202.6.224.58","elite","AS23756","ID","Padi Internet","219","N/A","5678","socks4","35","490","2021-08-31T11:08:08.503Z"
"202.62.47.179","elite","AS23673","KH","COGETEL Co., Ltd","N/A","COGETEL","5678","socks4","34","N/A","2021-08-31T11:08:07.172Z"
"102.90.5.138","elite","AS29465","NG","MTN NIGERIA Communication limited","263","N/A","5678","socks4","35","523","2021-08-31T11:08:05.555Z"
"103.104.206.18","elite","AS136869","ID","Lima Menara Bintang","N/A","N/A","5678","socks4","35","5001","2021-08-31T11:08:04.161Z"
"186.155.200.144","elite","AS19429","CO","ETB - Colombia","128","ETB - Colombia","5678","socks4","35","5001","2021-08-31T11:08:02.769Z"
"191.98.196.15","elite","AS263215","PA","WNET, S. A.","118","WNET, S. A","5678","socks4","35","N/A","2021-08-31T11:08:01.914Z"
"190.181.17.59","elite","AS26210","BO","AXS Bolivia S. A.","167","AXS Bolivia S. A","5678","socks4","48","310","2021-08-31T11:08:01.345Z"
"190.8.184.46","elite","AS52473","AR","Cooperativa Telefónica de Abasto","227","Cooperativa Telefónica de Abasto","5678","socks4","34","1162","2021-08-31T11:08:00.421Z"
"177.93.65.13","elite","AS263137","BR","Yune Informatica Ltda","218","Yune Informatica Ltda","5678","socks4","35","5001","2021-08-31T11:07:57.285Z"
"187.16.228.137","elite","AS262907","BR","Avato Tecnologia","207","Avato Tecnologia","5678","socks4","35","N/A","2021-08-31T11:07:56.404Z"
"93.87.39.23","elite","AS8400","RS","Telekom Srbija","217","NiNet Company.","5678","socks4","41","1401","2021-08-31T11:07:56.935Z"
"186.67.30.86","elite","AS27651","CL","Entel Chile S.A.","239","Entel Chile S.A","5678","socks4","34","474","2021-08-31T11:07:55.500Z"
"91.234.61.168","elite","AS198367","RU","INKO-Telecom, LLC","210","InkoRoute","5678","socks4","44","N/A","2021-08-31T11:07:54.773Z"
"186.72.89.197","elite","AS11556","PA","Cable & Wireless Panama","124","Cable & Wireless Panama","5678","socks4","34","5001","2021-08-31T11:07:54.218Z"
"93.113.101.85","elite","AS204373","PL","POLINEO Sp. z o.o.","182","POLINEO Sp. z o.o","5678","socks4","36","N/A","2021-08-31T11:07:53.173Z"
"92.241.82.162","elite","AS15491","GE","ServGE Network","213","N/A","5678","socks4","36","5000","2021-08-31T11:07:52.252Z"
"177.85.112.74","elite","AS262607","BR","Smlb Telecom","192","Smlb Telecom","5678","socks4","35","N/A","2021-08-31T11:07:51.751Z"
"177.67.144.42","elite","AS262521","BR","pgf telecomunicacoes ltda","156","pgf telecomunicacoes ltda","5678","socks4","34","N/A","2021-08-31T11:07:50.882Z"
"186.65.106.85","elite","AS266142","BR","Bahiadados Telecom Ltda.","169","Bahiadados Telecom Ltda","5678","socks4","36","N/A","2021-08-31T11:07:48.736Z"
"178.156.127.124","elite","AS29119","ES","Airenetworks","178","Radio Television Indalo S.L.","5678","socks4","35","N/A","2021-08-31T11:07:48.476Z"
"187.85.152.43","elite","AS53062","BR","GGNET TELECOMUNICAÔÔES LTDA","180","GGNET TELECOMUNICAÇÕES LTDA","5678","socks4","52","N/A","2021-08-31T11:07:47.129Z"
"178.158.232.197","elite","AS43139","UA","Maximum-Net LLC","182","Maximum-Net LLC","5678","socks4","34","370","2021-08-31T11:07:47.576Z"
"102.68.74.33","elite","AS5713","ZA","Telkom SA Ltd.","339","TCSWiFi","10801","socks4","35","5002","2021-08-31T11:07:47.063Z"
"186.31.31.107","elite","AS19429","CO","ETB - Colombia","143","Netv Klaus","5678","socks4","45","286","2021-08-31T11:07:47.950Z"
"177.87.35.130","elite","AS53184","BR","INB TELECOM EIRELI","N/A","INB TELECOM EIRELI","5678","socks4","37","N/A","2021-08-31T11:07:46.568Z"
"91.205.131.110","elite","AS47895","RU","LTD \"Erline\"","N/A","R-Line Ltd","53339","socks4","40","5001","2021-08-31T11:07:46.508Z"
"186.226.180.191","elite","AS262999","BR","IVI TECNOLOGIA E COMUNICA??O LTDA","181","IVI TECNOLOGIA E COMUNICAÇÃO LTDA","5678","socks4","36","341","2021-08-31T11:07:46.286Z"
"187.189.211.167","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","103","Total Play Telecomunicaciones SA De CV","5678","socks4","35","212","2021-08-31T11:07:45.283Z"
"179.48.39.83","elite","AS271084","BR","Trymnet Provedor","200","Infornet Telecom","5678","socks4","36","N/A","2021-08-31T11:07:44.634Z"
"178.54.18.121","elite","AS29107","UA","SYNAPSE","196","Open JSC \"Stock company \"Sater\"","5678","socks4","47","5000","2021-08-31T11:07:43.722Z"
"103.101.3.166","elite","AS139989","ID","Netrouting Inc","208","N/A","5678","socks4","34","434","2021-08-31T11:07:39.623Z"
"103.1.103.145","elite","AS45916","IN","Gujarat Telelink Pvt Ltd.","280","Gujarat Telelink Pvt Ltd.","5678","socks4","34","N/A","2021-08-31T11:07:38.462Z"
"103.105.80.130","elite","AS17451","ID","Biznet Networks","213","PT Dinamika Raya Prima","5678","socks4","34","5001","2021-08-31T11:07:37.297Z"
"180.92.226.82","elite","AS9832","BD","Information Services Network Ltd","238","ISN Gulshan office","5678","socks4","37","N/A","2021-08-31T11:07:36.418Z"
"178.136.56.246","elite","AS6703","UA","CS Vega Odessa","188","N/A","46846","socks4","35","377","2021-08-31T11:07:35.863Z"
"181.115.144.142","elite","AS6568","BO","Entel S.A. - EntelNet","198","Entel S.A. - EntelNet","5678","socks4","34","369","2021-08-31T11:07:35.392Z"
"177.69.8.156","elite","AS16735","BR","ALGAR TELECOM S/A","176","P.S.H. DO COUTO TELECOMUNICAÇAO-ME","5678","socks4","37","366","2021-08-31T11:07:34.821Z"
"180.250.54.165","elite","AS7713","ID","PT. Telekomunikasi Indonesia","193","N/A","4145","socks4","35","N/A","2021-08-31T11:07:34.352Z"
"179.63.241.147","elite","AS52475","AR","Oficina Pyme S.A.","176","Oficina Pyme S.A","5678","socks4","34","N/A","2021-08-31T11:07:33.484Z"
"153.36.188.214","elite","AS4837","CN","China Unicom Jiangsu Province Network","190","N/A","5678","socks4","36","5001","2021-08-31T11:07:33.832Z"
"180.211.248.50","elite","AS45588","BD","Bangladesh Telegraph & Telephone Board","245","N/A","5678","socks4","34","485","2021-08-31T11:07:32.680Z"
"168.194.45.45","elite","AS265378","BR","Orbit TelecomunicaÔÔes LTDA ME","N/A","Orbit Telecomunicações LTDA ME","5678","socks4","35","5000","2021-08-31T11:07:31.597Z"
"102.66.136.77","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","326","Herotel","5678","socks4","46","N/A","2021-08-31T11:07:31.588Z"
"103.109.56.97","elite","AS137449","BD","Skynet Chowmuhani","272","N/A","1080","socks4","34","N/A","2021-08-31T11:07:29.914Z"
"5.190.45.132","elite","AS58224","IR","Iran Telecommunication Company PJS","N/A","N/A","5678","socks4","34","5002","2021-08-31T11:07:29.410Z"
"77.120.242.13","elite","AS25229","UA","Volia","193","N/A","5678","socks4","29","5014","2021-08-31T11:07:27.276Z"
"154.119.148.55","elite","AS327745","ZA","WiFibre Pty Ltd","303","WiFibre Pty Ltd","5678","socks4","34","N/A","2021-08-31T11:07:26.547Z"
"154.113.17.107","elite","AS37282","NG","Mainone Cable Company","238","Visual ICT","5678","socks4","63","N/A","2021-08-31T11:07:25.218Z"
"154.72.95.226","elite","AS30844","TZ","RAHA-LTZ","296","N/A","5678","socks4","51","5001","2021-08-31T11:07:22.616Z"
"76.173.61.69","elite","AS20001","US","Charter Communications","N/A","Spectrum","5678","socks4","35","3079","2021-08-31T11:07:19.978Z"
"164.40.250.71","elite","AS34772","MK","NEOTEL DOO export-import Skopje","191","Data Communication Provider NEOTEL","5678","socks4","35","N/A","2021-08-31T11:07:16.094Z"
"150.129.109.14","elite","AS45804","IN","MEGHBELA","252","Meghbela Entertainment Ltd","5678","socks4","34","N/A","2021-08-31T11:07:16.642Z"
"162.219.61.249","elite","AS393916","US","Air Link Rural Broadband, LLC","92","Missouri Network Alliance","5678","socks4","39","5001","2021-08-31T11:07:15.206Z"
"159.148.152.105","elite","AS2588","LV","SIA \"BITE Latvija\"","189","SIA Latnet","5678","socks4","41","5002","2021-08-31T11:07:15.521Z"
"93.76.227.28","elite","AS25229","UA","Volia Kharkov","193","N/A","5678","socks4","38","389","2021-08-31T11:07:13.798Z"
"93.105.40.62","elite","AS29314","PL","Vectra S.A. BUSINESS P2P CONNECTIONS","176","Vectra S.A.","51327","socks4","34","352","2021-08-31T11:07:12.740Z"
"49.156.1.105","elite","AS38901","KH","EZECOM limited","192","EZECOM limited","5678","socks4","109","N/A","2021-08-31T11:07:11.769Z"
"49.81.138.48","elite","AS4134","CN","Chinanet","153","Chinanet JS","5678","socks4","47","5001","2021-08-31T11:07:10.819Z"
"154.113.161.1","elite","AS37282","NG","Mainone Cable Company","246","Mainone Cable Company","5678","socks4","35","N/A","2021-08-31T11:07:09.841Z"
"164.163.221.73","elite","AS267455","BR","Fibracom Telecomunicacoes E Servicos Eireli - ME","235","Fibracom Telecomunicacoes E Servicos Eireli - ME","5678","socks4","35","N/A","2021-08-31T11:07:09.843Z"
"167.99.87.173","elite","AS14061","GB","DigitalOcean, LLC","150","Digital Ocean","1080","socks4","35","N/A","2021-08-31T11:07:07.281Z"
"153.36.191.43","elite","AS4837","CN","China Unicom Jiangsu Province Network","182","N/A","5678","socks4","35","5002","2021-08-31T11:07:07.779Z"
"168.228.207.74","elite","AS264549","BR","Advanx Informatica Ltda","173","Advanx Informatica Ltda","5678","socks4","35","349","2021-08-31T11:07:06.612Z"
"167.179.40.216","elite","AS9902","KH","NeocomISP Limited","184","NeocomISP Limited","5678","socks4","43","388","2021-08-31T11:07:05.674Z"
"117.53.47.207","elite","AS58397","ID","PT Infinys System Indonesia","194","PT Trias Kemas Utama","5678","socks4","46","N/A","2021-08-31T11:07:04.631Z"
"75.119.205.151","elite","AS26347","US","New Dream Network, LLC","20","New Dream Network, LLC","42863","socks4","35","42","2021-08-31T11:07:04.806Z"
"49.156.38.126","elite","AS24492","KH","WiCAM Corporation Ltd","190","WiCAM Corporation, LTD","5678","socks4","36","3191","2021-08-31T11:07:03.556Z"
"119.110.243.228","elite","AS132280","TH","Symphony Communication Public Company Limited","227","Symphony Communication Plc.","5678","socks4","35","5001","2021-08-31T11:07:03.758Z"
"77.192.165.202","elite","AS15557","FR","SFR SA","167","N9uf PRO","5678","socks4","35","348","2021-08-31T11:07:02.648Z"
"77.48.228.225","elite","AS16019","CZ","UPC Czech","159","Tomas Sladek, Moravska Nova Ves","5678","socks4","37","N/A","2021-08-31T11:07:01.701Z"
"77.104.103.235","elite","AS42337","IR","Respina","230","N/A","5678","socks4","34","N/A","2021-08-31T11:07:00.962Z"
"117.196.230.114","elite","AS9829","IN","Bharat Sanchar Nigam Ltd","N/A","BSNL BBoWIFI services","5678","socks4","47","5001","2021-08-31T11:07:00.485Z"
"5.14.5.100","elite","AS8708","RO","SC Infogate Telecom SRL","182","N/A","5678","socks4","36","5002","2021-08-31T11:06:59.700Z"
"36.92.7.211","elite","AS7713","ID","Telekomunikasi Indonesia","273","Temporary","5678","socks4","34","N/A","2021-08-31T11:06:59.857Z"
"119.42.115.205","elite","AS131090","TH","CAT-BB","199","N/A","5678","socks4","36","402","2021-08-31T11:06:58.007Z"
"36.94.118.159","elite","AS7713","ID","PT. Telekomunikasi Indonesia","260","Telekomunikasi Indonesia","5678","socks4","36","1180","2021-08-31T11:06:57.214Z"
"118.91.176.74","elite","AS18002","IN","World Phone Internet Services Pvt. Ltd.","270","Worldphone","5678","socks4","37","N/A","2021-08-31T11:06:56.914Z"
"118.99.103.164","elite","AS17451","ID","Biznet Networks","198","N/A","5678","socks4","39","5001","2021-08-31T11:06:55.718Z"
"91.82.151.69","elite","AS12301","HU","INVITEL Zrt.","179","Pannon Pipics Kft.","5678","socks4","45","N/A","2021-08-31T11:06:54.046Z"
"36.92.56.131","elite","AS7713","ID","PT. Telekomunikasi Indonesia","262","Telekomunikasi Indonesia","5678","socks4","35","N/A","2021-08-31T11:06:53.679Z"
"105.213.111.41","elite","AS16637","ZA","MTN SA","N/A","MTN SA","5678","socks4","36","5002","2021-08-31T11:06:53.174Z"
"36.94.23.91","elite","AS7713","ID","PT. Telekomunikasi Indonesia","288","Telekomunikasi Indonesia","5678","socks4","45","N/A","2021-08-31T11:06:52.537Z"
"36.95.32.29","elite","AS7713","ID","PT. Telekomunikasi Indonesia","212","Telekomunikasi Indonesia","5678","socks4","36","5001","2021-08-31T11:06:51.259Z"
"12.87.92.14","elite","AS7018","US","AT&T Services","68","AT&T Worldnet Services","5678","socks4","37","N/A","2021-08-31T11:06:50.042Z"
"118.174.233.59","elite","AS23969","TH","TOT Public Company Limited","204","TOT Public Company Limited","5678","socks4","39","N/A","2021-08-31T11:06:47.810Z"
"119.42.123.103","elite","AS131090","TH","CAT-BB","201","N/A","4145","socks4","34","N/A","2021-08-31T11:06:46.881Z"
"36.94.207.23","elite","AS7713","ID","PT. Telekomunikasi Indonesia","296","Telekomunikasi Indonesia","5678","socks4","34","570","2021-08-31T11:06:45.532Z"
"103.230.48.163","elite","AS140031","ID","PT Mandala Lintas Nusa","246","PT Mandala Lintas Nusa","5678","socks4","46","5001","2021-08-31T11:06:45.979Z"
"117.222.61.169","elite","AS9829","IN","BSNL Internet","289","N/A","5678","socks4","41","5001","2021-08-31T11:06:43.369Z"
"36.94.238.107","elite","AS7713","ID","PT. Telekomunikasi Indonesia","259","Telekomunikasi Indonesia","5678","socks4","35","526","2021-08-31T11:06:43.978Z"
"36.91.44.147","elite","AS7713","ID","PT. Telekomunikasi Indonesia","259","Telekomunikasi Indonesia","5678","socks4","35","508","2021-08-31T11:06:42.547Z"
"2.229.79.166","elite","AS12874","IT","Fastweb Networks","192","N/A","5678","socks4","36","5001","2021-08-31T11:06:41.163Z"
"103.205.134.218","elite","AS58689","BD","ICC Communication","237","N/A","5678","socks4","35","N/A","2021-08-31T11:06:40.168Z"
"103.22.248.59","elite","AS131111","ID","CEPATNET","197","N/A","5678","socks4","34","N/A","2021-08-31T11:06:37.582Z"
"117.210.211.174","elite","AS9829","IN","BSNL Internet","286","N/A","5678","socks4","44","5001","2021-08-31T11:06:37.443Z"
"85.238.100.77","elite","AS6876","UA","TeNeT Networking Centre","194","TeNeT Telecommunication Company","5678","socks4","36","5002","2021-08-31T11:06:36.706Z"
"104.255.170.64","elite","AS397373","US","H4Y Technologies LLC","23","N/A","59874","socks4","35","49","2021-08-31T11:06:36.078Z"
"200.116.1.90","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","135","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","35","5002","2021-08-31T11:06:35.489Z"
"103.86.1.34","elite","AS136371","IN","Airwir Technologies Private Limited","253","Airwir Technologies Private Limited","4145","socks4","34","N/A","2021-08-31T11:06:33.913Z"
"82.137.250.156","elite","AS29256","SY","190 Internet Service Provider","213","N/A","4145","socks4","35","5002","2021-08-31T11:06:31.024Z"
"105.209.148.76","elite","AS16637","ZA","MTN SA","277","MTN SA","5678","socks4","35","5001","2021-08-31T11:06:31.786Z"
"117.212.95.2","elite","AS9829","IN","BSNL Internet","303","N/A","5678","socks4","35","664","2021-08-31T11:06:30.051Z"
"200.127.103.100","elite","AS7303","AR","Telecom Argentina S.A.","196","Telecom Argentina S.A","5678","socks4","34","5004","2021-08-31T11:06:29.119Z"
"200.107.99.11","elite","AS27787","AR","LOS AMORES S.A.","193","LOS AMORES S.A","5678","socks4","38","N/A","2021-08-31T11:06:29.989Z"
"117.222.56.84","elite","AS9829","IN","BSNL Internet","282","N/A","5678","socks4","35","N/A","2021-08-31T11:06:28.360Z"
"117.202.35.79","elite","AS9829","IN","BSNL Internet","N/A","N/A","5678","socks4","36","5001","2021-08-31T11:06:27.125Z"
"83.215.182.87","elite","AS8445","AT","SALZBURG-AG","614","Salzburg AG","5678","socks4","34","N/A","2021-08-31T11:06:25.297Z"
"103.82.13.89","elite","AS131111","ID","MORATELINDO","199","Moratelindo","5678","socks4","44","N/A","2021-08-31T11:06:25.862Z"
"109.195.69.104","elite","AS50544","RU","JSC \"ER-Telecom Holding\"","225","JSC \"ER-Telecom Holding\" Krasnoyarsk Branch","3629","socks4","42","N/A","2021-08-31T11:06:24.978Z"
"85.114.100.108","elite","AS42314","PS","fusion services","211","Fusion Company","5678","socks4","35","N/A","2021-08-31T11:06:23.004Z"
"200.121.194.2","elite","AS6147","PE","Telefonica del Peru","144","PE-TDPERX5-LACNIC","5678","socks4","35","349","2021-08-31T11:06:23.407Z"
"103.87.48.187","elite","AS133647","IN","Third Eye Vision","253","N/A","5678","socks4","41","3254","2021-08-31T11:06:23.916Z"
"200.0.40.134","elite","AS61889","BR","BR.Digital Corporate","N/A","Fal Industria e Comercio de Alimentos Ltda - ME","5678","socks4","34","5001","2021-08-31T11:06:22.510Z"
"85.114.97.58","elite","AS42314","PS","fusion services","212","Fusion Company","5678","socks4","35","5001","2021-08-31T11:06:22.076Z"
"103.88.113.194","elite","AS24088","VN","HTCITC","188","HTC International telecommunication joint stock company","5678","socks4","45","374","2021-08-31T11:06:19.792Z"
