ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"114.242.116.55","elite","AS4808","CN","China Unicom Beijing Province Network","160","N/A","4145","socks4","36","30008","2021-08-31T11:00:54.301Z","100","1","1"
"190.181.50.250","elite","AS26210","BO","AXS Bolivia S. A.","196","AXS Bolivia S. A","5678","socks4","49","1","2021-08-31T11:00:54.705Z","100","1","1"
"103.213.118.6","elite","AS38750","ID","Telemedia Dinamika Sarana","182","Pgas Telecommunications INT PTE LTD","5678","socks4","34","3434","2021-08-31T11:00:54.762Z","100","1","1"
"202.40.183.10","elite","AS23991","BD","Ranks ITT","271","Ranks ITT Ltd.","5678","socks4","38","564","2021-08-31T11:00:54.416Z","100","1","1"
"176.98.75.229","elite","AS41096","UA","TOV TV&Radio Company 'TIM'","182","TOV TV&Radio Company 'TIM'","61764","socks4","35","390","2021-08-31T11:00:54.223Z","100","1","1"
"153.37.22.146","elite","AS4837","CN","China Unicom Jiangsu Province Network","182","N/A","5678","socks4","47","744","2021-08-31T11:00:54.073Z","100","1","1"
"190.52.199.139","elite","AS264668","EC","Nedetel S.A.","173","Nedetel S.A","5678","socks4","83","325","2021-08-31T11:00:54.727Z","100","1","1"
"89.72.165.245","elite","AS6830","PL","UPC.pl","279","UPC Polska Sp. z o.o.","5678","socks4","34","1","2021-08-31T11:00:54.096Z","100","1","1"
"91.237.235.53","elite","AS44628","UA","UAProstir Ltd.","191","PE Kostov D.V.","3629","socks4","38","1","2021-08-31T11:00:54.842Z","100","1","1"
"118.179.191.110","elite","AS23956","BD","dhakaCom","241","Dhakacom Limited","5678","socks4","35","18","2021-08-31T11:00:53.719Z","100","1","1"
"103.84.172.145","elite","AS136246","BD","Tomattos Technologies Ltd","231","Tomattos Technologies Ltd.","4153","socks4","40","478","2021-08-31T11:00:53.202Z","100","1","1"
"37.26.67.207","elite","AS57722","XK","Ati-kos Object05","193","N/A","5678","socks4","58","399","2021-08-31T11:00:53.929Z","100","1","1"
"36.92.96.179","elite","AS7713","ID","Telekomunikasi Indonesia","275","Temporary","5678","socks4","34","1","2021-08-31T11:00:53.896Z","100","1","1"
"176.74.80.190","elite","AS34797","GE","EGRISI","223","Systemnet LTD","5678","socks4","57","464","2021-08-31T11:00:53.552Z","100","1","1"
"43.230.62.157","elite","AS9902","KH","NeocomISP Limited","187","NeocomISP Limited","4145","socks4","44","30083","2021-08-31T11:00:53.496Z","100","1","1"
"213.14.25.71","elite","AS34984","TR","Tellcom Iletisim Hizmetleri A.S.","203","Telekom19 Telekomunikasyon Teknoloji Bilisim Hiz. San. VE Tic. Ltd.","1080","socks4","62","1","2021-08-31T11:00:53.448Z","100","1","1"
"162.255.108.245","elite","AS54755","US","Desert Winds Wireless","27","Desert Winds Wireless Inc","5678","socks4","54","1","2021-08-31T11:00:53.664Z","100","1","1"
"36.94.125.226","elite","AS7713","ID","PT. Telekomunikasi Indonesia","251","Telekomunikasi Indonesia","5678","socks4","46","1571","2021-08-31T11:00:53.080Z","100","1","1"
"102.68.73.210","elite","AS5713","ZA","Telkom SA Ltd.","317","TCSWiFi","10801","socks4","60","632","2021-08-31T11:00:53.468Z","100","1","1"
"202.62.39.53","elite","AS23673","KH","COGETEL Co., Ltd","N/A","Azcom","5678","socks4","51","397","2021-08-31T11:00:53.553Z","0","0","1"
"93.186.215.227","elite","AS34797","GE","System Net Ltd","N/A","Egrisi Adsl4","5678","socks4","38","457","2021-08-31T11:00:53.440Z","0","0","1"
"49.236.212.232","elite","AS55915","NP","Classic Tech Pvt. Ltd","270","ClassicTech","5678","socks4","82","556","2021-08-31T11:00:52.695Z",,,
"45.122.45.49","elite","AS38571","IN","Channel9 Cable Network","253","N/A","5678","socks4","34","N/A","2021-08-31T11:00:52.958Z",,,
"119.2.9.221","elite","AS23724","CN","IDC, China Telecommunications Corporation","163","Beijing Sunway Xunteng Technology Development Co., Ltd","4145","socks4","34","1924","2021-08-31T11:00:52.186Z","100","1","1"
"138.255.221.181","elite","AS263994","BR","Helio B. Martins Junior - ME","195","Helio B. Martins Junior - ME","5678","socks4","35","409","2021-08-31T11:00:52.895Z","100","1","1"
"41.139.170.175","elite","AS37061","KE","Converged services Eastern","305","For Converged services","5678","socks4","64","614","2021-08-31T11:00:52.983Z","100","1","1"
"103.70.206.9","elite","AS135712","IN","Euron Communications Pvt. Ltd","268","Euron Communications Pvt. Ltd.","59311","socks4","44","555","2021-08-31T11:00:52.386Z","100","1","1"
"41.190.233.213","elite","AS37638","CD","Orioncom SPRL","293","Orioncom SPRL","5678","socks4","56","30005","2021-08-31T11:00:52.298Z","100","1","1"
"202.166.192.84","elite","AS17501","NP","WorldLink Communications","282","N/A","5678","socks4","51","576","2021-08-31T11:00:52.969Z","100","1","1"
"177.129.120.150","elite","AS262900","BR","Asas Solucoes De Telecomunicacoes Ltda","214","Solucoes De Telecomunicacoes Ltda","5678","socks4","35","433","2021-08-31T11:00:52.451Z","100","1","1"
"8.46.95.142","elite","AS393552","US","Longmont Power & Communications","48","Level 3","5678","socks4","34","655","2021-08-31T11:00:52.699Z","100","1","1"
"103.71.51.49","elite","AS38197","CN","Sun Network (Hong Kong) Limited","216","Foshan xiangxintong network co., LTD","5678","socks4","78","454","2021-08-31T11:00:52.487Z","100","1","1"
"103.127.33.65","elite","AS133318","IN","Y - Net Broadband Services","255","Y - Net Broadband Services","5678","socks4","54","30002","2021-08-31T11:00:52.873Z","100","1","1"
"103.82.82.91","elite","AS24186","IN","Multilink computers Pvt Ltd","268","Multilink computers Pvt Ltd.","5678","socks4","51","542","2021-08-31T11:00:52.815Z","100","1","1"
"151.251.41.199","elite","AS59484","BG","Sis Net 05 EOOD","N/A","N/A","5678","socks4","35","219","2021-08-31T11:00:52.049Z","0","0","1"
"210.245.51.43","elite","AS18403","VN","FPT-STATICIP","181","FPT Telecom Company","4145","socks4","50","1","2021-08-31T11:00:52.728Z","100","1","1"
"177.74.157.131","elite","AS263650","BR","Clicfacil Telecom","199","Clicfacil Telecom","5678","socks4","34","208","2021-08-31T11:00:52.033Z","100","1","1"
"36.94.131.98","elite","AS7713","ID","PT. Telekomunikasi Indonesia","255","Telekomunikasi Indonesia","5678","socks4","83","525","2021-08-31T11:00:52.210Z","100","1","1"
"202.51.117.26","elite","AS17995","ID","PT iForte Global Internet","188","N/A","5678","socks4","52","405","2021-08-31T11:00:52.372Z","100","1","1"
"146.88.203.170","elite","AS58424","KH","Xinwei (Cambodia) Telecom Co. Ltd","198","XINWEITELECOM","5678","socks4","48","396","2021-08-31T11:00:52.287Z","100","1","1"
"177.104.88.130","elite","AS28258","BR","Vero Internet","195","Vero Internet","5678","socks4","52","416","2021-08-31T11:00:52.051Z","100","1","1"
"103.124.46.88","elite","AS9341","ID","PT Indonesia Comnets Plus","189","Iconpln","5678","socks4","60","414","2021-08-31T11:00:52.751Z","100","1","1"
"49.156.33.101","elite","AS24492","KH","WiCAM Corporation Ltd","190","WiCAM Corporation Ltd.","5678","socks4","41","396","2021-08-31T11:00:51.168Z",,,
"43.245.95.178","elite","AS55427","NP","BroadLink Networks and Communications","279","N/A","3306","socks4","50","N/A","2021-08-31T11:00:51.826Z",,,
"113.53.91.17","elite","AS23969","TH","TOT Public Company Limited","226","TOT Public Company Limited","5678","socks4","49","1","2021-08-31T11:00:51.602Z","100","1","1"
"41.210.161.90","elite","AS20294","UG","MTN Uganda","325","N/A","5678","socks4","62","4596","2021-08-31T11:00:51.938Z","100","1","1"
"190.61.44.234","elite","AS52468","CO","Ufinet Panama S.A.","140","UFINET COLOMBIA, S. A","5678","socks4","35","279","2021-08-31T11:00:51.277Z","100","1","1"
"103.90.200.77","elite","AS136300","IN","Tgn Networks Private Limited","236","Tgn Networks Private Limited","5678","socks4","39","488","2021-08-31T11:00:51.693Z","100","1","1"
"177.86.64.1","elite","AS262623","BR","claudio jose lara -me","180","claudio jose lara -me","3629","socks4","36","30070","2021-08-31T11:00:51.946Z","100","1","1"
"103.59.203.233","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","234","NET 4 U Services PVT LTD","4145","socks4","44","487","2021-08-31T11:00:51.863Z","100","1","1"
"103.85.103.33","elite","AS137098","IN","Vedant Broadband","248","N/A","5678","socks4","58","496","2021-08-31T11:00:51.040Z","100","1","1"
"103.96.13.216","elite","AS136654","IN","Krishna Broadband","250","N/A","5678","socks4","40","494","2021-08-31T11:00:51.947Z","100","1","1"
"202.44.104.3","elite","AS38011","BD","GramBangla Systems Limited","263","Gbsl","5678","socks4","63","30083","2021-08-31T11:00:51.886Z","100","1","1"
"146.196.122.143","elite","AS133285","IN","CNS Infotel Services Pvt. Ltd.","266","CNS Infotel Services Pvt. Ltd.","5678","socks4","48","552","2021-08-31T11:00:51.108Z","100","1","1"
"70.83.106.82","elite","AS5769","CA","Le Groupe Videotron Ltee","85","Videotron Ltee","55801","socks4","65","159","2021-08-31T11:00:51.500Z","100","1","1"
"177.66.195.117","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","171","Maranhão Telecom ltda ME","4145","socks4","36","7472","2021-08-31T11:00:51.485Z","100","1","1"
"85.196.136.21","elite","AS200024","BG","Kentavar M Ltd","183","Kentavar M LTD.","4153","socks4","73","7686","2021-08-31T11:00:51.170Z","100","1","1"
"200.95.176.50","elite","AS52549","BR","NET PREMIUM LTDA - ME","203","NET PREMIUM LTDA - ME","5678","socks4","77","408","2021-08-31T11:00:51.249Z","100","1","1"
"201.159.101.58","elite","AS28539","MX","Creatividad Internet Enlaces, S.A. de C.V.","77","Creatividad Internet Enlaces, S.A. de C.V","31337","socks4","37","694","2021-08-31T11:00:51.638Z","100","1","1"
"201.144.8.114","elite","AS8151","MX","Uninet S.A. de C.V","47","Gestión de direccionamiento UniNet","5678","socks4","61","114","2021-08-31T11:00:51.032Z","100","1","1"
"185.112.37.67","elite","AS43754","IR","Asiatech Data Transmission company","244","Asiatech Data Transmission Co.","5678","socks4","100","251","2021-08-31T11:00:51.579Z","100","1","1"
"176.236.14.2","elite","AS34984","TR","Tellcom Iletisim Hizmetleri A.S.","207","KutahyaBelediye","4153","socks4","65","425","2021-08-31T11:00:51.333Z","100","1","1"
"43.242.38.187","elite","AS45232","IN","Spacenet Internet Services Pvtltd","333","N/A","4153","socks4","39","708","2021-08-31T11:00:50.552Z",,,
"177.105.68.131","elite","AS262637","BR","Netprimus Tecnologia Ltda","148","Netprimus Tecnologia Ltda","4153","socks4","72","N/A","2021-08-31T11:00:50.758Z",,,
"119.18.149.168","elite","AS45326","BD","BBTS Network","242","N/A","5678","socks4","47","493","2021-08-31T11:00:50.234Z","100","1","1"
"117.79.80.93","elite","AS4808","CN","Chinanet","152","Beijing Sanxin Shidai Co.","4145","socks4","35","312","2021-08-31T11:00:50.829Z","100","1","1"
"202.29.242.33","elite","AS4621","TH","THAINET","213","N/A","5678","socks4","90","1","2021-08-31T11:00:50.782Z","100","1","1"
"102.39.179.99","elite","AS11845","ZA","Vox Telecom","308","Vox Telecom (Pty) Ltd","5678","socks4","63","608","2021-08-31T11:00:50.109Z","100","1","1"
"190.119.122.210","elite","AS12252","PE","America Movil Peru S.A.C.","163","America Movil Peru S.A.C","5678","socks4","38","543","2021-08-31T11:00:50.726Z","100","1","1"
"103.84.177.165","elite","AS136244","PH","Panay Broadband / Buenavista Cable TV.","224","Panay Broadband / Buenavista Cable TV., Inc","5678","socks4","98","443","2021-08-31T11:00:50.575Z","100","1","1"
"177.87.15.238","elite","AS263383","BR","L GONZAGA JUNIOR SERVICOS DE INTERNET - ME","158","L GONZAGA JUNIOR SERVICOS DE INTERNET - ME","5678","socks4","34","354","2021-08-31T11:00:50.147Z","100","1","1"
"177.52.0.97","elite","AS52980","BR","Netion Soluções em Internet Via Rádio Ltda","179","Supermercado Novo Cuca de Praia Grande Ltda","5678","socks4","35","368","2021-08-31T11:00:50.832Z","100","1","1"
"180.178.98.102","elite","AS38758","ID","PT Hipernet Indodata","200","N/A","5678","socks4","35","394","2021-08-31T11:00:50.111Z","100","1","1"
"103.76.190.129","elite","AS135758","IN","Alacriy Net System Service Private Limited","252","Alacriy Net System Service Private Limited","4153","socks4","77","30085","2021-08-31T11:00:50.883Z","100","1","1"
"36.91.145.5","elite","AS7713","ID","PT. Telekomunikasi Indonesia","284","Telekomunikasi Indonesia","5678","socks4","35","603","2021-08-31T11:00:50.148Z","100","1","1"
"186.31.31.105","elite","AS19429","CO","ETB - Colombia","141","Netv Klaus","5678","socks4","57","285","2021-08-31T11:00:50.490Z","100","1","1"
"201.138.13.193","elite","AS8151","MX","Uninet S.A. de C.V","71","Gestión de direccionamiento UniNet","5678","socks4","113","1","2021-08-31T11:00:50.265Z","100","1","1"
"201.184.227.146","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","34","231","2021-08-31T11:00:50.718Z","100","1","1"
"185.129.4.18","elite","AS57588","IQ","Hayat-isp.net","232","N/A","5678","socks4","40","561","2021-08-31T11:00:50.887Z","100","1","1"
"103.125.105.39","elite","AS138100","ID","M2N","193","N/A","5678","socks4","113","423","2021-08-31T11:00:50.519Z","100","1","1"
"41.169.102.233","elite","AS36937","ZA","Liquid Telecommunications South Africa (Pty) Ltd","323","Liquid Telecommunications Operations Limited","5678","socks4","36","5000","2021-08-31T11:00:49.605Z",,,
"5.133.30.75","elite","AS57704","PS","SpeedClick for Information Technology and Communication Ltd","209","JETNET for Communication and Information Technology Ltd.","5678","socks4","94","N/A","2021-08-31T11:00:49.997Z",,,
"103.217.249.250","elite","AS135185","IN","Atoz Infolink Pvt. LTD","245","Atoz Infolink Pvt. Ltd.","5678","socks4","34","1493","2021-08-31T11:00:49.370Z","100","1","1"
"102.64.116.100","elite","AS328500","CG","A.M.C Telecom","254","A.M.C Telecom","4145","socks4","105","1530","2021-08-31T11:00:49.929Z","100","1","1"
"103.66.177.169","elite","AS135578","BD","Dhaka Information Technology","235","N/A","32251","socks4","68","1","2021-08-31T11:00:49.083Z","100","1","1"
"103.90.200.20","elite","AS136300","IN","Tgn Networks Private Limited","240","Tgn Networks Private Limited","5678","socks4","59","484","2021-08-31T11:00:49.936Z","100","1","1"
"202.40.183.14","elite","AS23991","BD","Ranks ITT","254","Ranks ITT Ltd.","5678","socks4","38","18","2021-08-31T11:00:49.676Z","100","1","1"
"103.66.198.50","elite","AS131111","ID","PT. Mora Telematika Indonesia","202","N/A","5678","socks4","34","387","2021-08-31T11:00:49.533Z","100","1","1"
"41.162.90.82","elite","AS36937","ZA","Liquid Telecommunications Operations Limited","312","Neotel GAU","5678","socks4","50","1640","2021-08-31T11:00:49.373Z","100","1","1"
"177.54.55.90","elite","AS28292","BR","Engeplus Informatica Ltda","208","Engeplus Informatica Ltda","5678","socks4","37","411","2021-08-31T11:00:49.663Z","100","1","1"
"85.193.211.172","elite","AS34337","PL","Elpos Cable TV Ltd","186","CABLE-TV Elpos Ltd.","5678","socks4","41","365","2021-08-31T11:00:49.273Z","100","1","1"
"84.20.84.30","elite","AS33924","AL","ProNet shpk","188","N/A","5678","socks4","45","391","2021-08-31T11:00:49.973Z","100","1","1"
"152.231.20.14","elite","AS264619","AR","Wireless Provider","209","CBRNET","5678","socks4","36","1","2021-08-31T11:00:49.180Z","100","1","1"
"178.134.236.118","elite","AS35805","GE","Silknet - 6","218","JSC \"Silknet\"","5678","socks4","37","446","2021-08-31T11:00:49.199Z","100","1","1"
"70.60.96.154","elite","AS11426","US","Spectrum","71","Best Western Plus","5678","socks4","35","146","2021-08-31T11:00:49.092Z","100","1","1"
"186.227.57.74","elite","AS53162","BR","Voipglobe Servicos De COM Multimidia VIA Internet","226","Voipglobe Servicos De COM Multimidia VIA Internet","5678","socks4","62","481","2021-08-31T11:00:49.911Z","100","1","1"
"201.220.149.25","elite","AS52420","AR","Intercom SRL","240","Intercom SRL","5678","socks4","48","1","2021-08-31T11:00:49.829Z","100","1","1"
"154.72.75.238","elite","AS30844","TZ","Liquid Telecommunications Ltd","299","RAHA Ltd","5678","socks4","51","586","2021-08-31T11:00:49.304Z","100","1","1"
"92.249.219.47","elite","AS20845","HU","HDSNET","181","N/A","59587","socks4","35","1","2021-08-31T11:00:49.272Z","100","1","1"
"5.83.104.153","elite","AS198898","IT","Seta S.R.L.","184","Seta S.R.L","4153","socks4","54","362","2021-08-31T11:00:49.693Z","100","1","1"
"179.97.55.62","elite","AS52962","BR","Vipnet Baixada Telecom. e InformÔtica Ltda","196","Vipnet Baixada Telecom. e Informática Ltda","4153","socks4","34","399","2021-08-31T11:00:49.969Z","100","1","1"
"177.136.182.12","elite","AS263595","BR","ALB Internet & Informatica Ltda - ME","187","ALB Internet & Informatica Ltda - ME","5678","socks4","51","5005","2021-08-31T11:00:48.251Z",,,
"5.34.74.214","elite","AS21299","KZ","2Day Telecom LLP","299","N/A","4145","socks4","60","649","2021-08-31T11:00:48.723Z","100","1","1"
"179.63.241.132","elite","AS52475","AR","Oficina Pyme S.A.","176","Oficina Pyme S.A","5678","socks4","57","355","2021-08-31T11:00:48.172Z","100","1","1"
"202.158.64.170","elite","AS4787","ID","ADITAMA6","182","N/A","50222","socks4","53","391","2021-08-31T11:00:48.353Z","100","1","1"
"190.205.32.146","elite","AS8048","VE","CANTV Servicios, Venezuela","133","CANTV Servicios, Venezuela","5678","socks4","94","1","2021-08-31T11:00:48.988Z","100","1","1"
"103.83.188.100","elite","AS136210","MM","IT Spectrum Company Limited","212","N/A","5678","socks4","35","30001","2021-08-31T11:00:48.733Z","100","1","1"
"105.174.41.6","elite","AS37119","AO","UNITEL SA","227","UnitelNetworkPool4","5678","socks4","35","526","2021-08-31T11:00:48.758Z","100","1","1"
"177.11.84.13","elite","AS52939","BR","Minas Turbo Provedor de Internet","183","Minas Turbo Provedor de Internet","5678","socks4","78","1387","2021-08-31T11:00:48.239Z","100","1","1"
"154.113.86.129","elite","AS37282","NG","Mainone Cable Company","237","MaiOne SME","5678","socks4","56","30072","2021-08-31T11:00:48.028Z","100","1","1"
"217.16.81.68","elite","AS16333","MK","Company for communications services A1 Makedonija DOOEL Skopje","189","ONE Internet","5678","socks4","165","385","2021-08-31T11:00:48.906Z","100","1","1"
"103.122.108.44","elite","AS131111","ID","PT. Zurhikmah Makmur Jaya","201","N/A","5678","socks4","38","408","2021-08-31T11:00:48.516Z","100","1","1"
"103.12.199.158","elite","AS136969","PK","KK Networks (Pvt) Ltd","288","N/A","5678","socks4","44","590","2021-08-31T11:00:48.648Z","100","1","1"
"202.179.189.106","elite","AS38750","ID","Telemedia Dinamika Sarana","187","TDS Dedicated Serang","5678","socks4","92","390","2021-08-31T11:00:48.380Z","100","1","1"
"36.91.228.194","elite","AS7713","ID","PT. Telekomunikasi Indonesia","255","Telekomunikasi Indonesia","5678","socks4","53","1","2021-08-31T11:00:48.358Z","100","1","1"
"186.31.133.171","elite","AS19429","CO","ETB - Colombia","145","CONNECTE","5678","socks4","42","7","2021-08-31T11:00:48.359Z","100","1","1"
"190.144.224.182","elite","AS14080","CO","Telmex Colombia S.A.","97","Telmex Colombia S.A.","44550","socks4","49","292","2021-08-31T11:00:48.963Z","100","1","1"
"82.137.223.64","elite","AS29256","SY","Syrian Telecom","267","ISP Tarassul","5678","socks4","37","1","2021-08-31T11:00:48.845Z","100","1","1"
"103.85.103.41","elite","AS137098","IN","Vedant Broadband","244","N/A","5678","socks4","36","489","2021-08-31T11:00:48.300Z","100","1","1"
"71.167.56.3","elite","AS701","US","MCI Communications Services, Inc. d/b/a Verizon Business","72","Verizon Communications","5678","socks4","70","164","2021-08-31T11:00:48.755Z","100","1","1"
"185.80.41.18","elite","AS201272","IQ","Al-Hadetha for software and Automation Ltd","240","Al-Hadetha software and Automation Ltd","5678","socks4","49","1","2021-08-31T11:00:48.426Z","100","1","1"
"201.184.229.202","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","54","226","2021-08-31T11:00:48.984Z","100","1","1"
"150.107.146.181","elite","AS55832","IN","Tirupati Media PVT LTD","235","Tirupati Media PVT LTD","5678","socks4","54","475","2021-08-31T11:00:48.264Z","100","1","1"
"177.105.68.29","elite","AS262637","BR","Netprimus Tecnologia Ltda","148","Netprimus Tecnologia Ltda","4153","socks4","52","30002","2021-08-31T11:00:48.026Z","100","1","1"
"103.122.64.224","elite","AS138064","ID","PT. Jinom Network Indonesia","233","N/A","5678","socks4","165","1","2021-08-31T11:00:48.987Z","100","1","1"
"91.246.209.129","elite","AS198133","PL","AIR-NET Mariusz Kajdas, Tomasz Pyrek S.C.","183","AIR-NET Mariusz Kajdas, Tomasz Pyrek S. C.","5678","socks4","39","1","2021-08-31T11:00:48.541Z","100","1","1"
"91.243.165.38","elite","AS59573","IR","Sari System Bandarabas Company","411","Sari System Bandarabas Company","5678","socks4","37","5002","2021-08-31T11:00:47.362Z",,,
"45.130.97.58","elite","AS57704","PS","SpeedClick for Information Technology and Communication Ltd","221","SpeedClick Information Technology and Communication Ltd","5678","socks4","50","N/A","2021-08-31T11:00:47.653Z",,,
"180.178.93.146","elite","AS45722","ID","PT Widya Intersat Nusantara","214","N/A","5678","socks4","72","430","2021-08-31T11:00:47.651Z","100","1","1"
"103.209.204.67","elite","AS133647","IN","Rimil Infotech PVT LTD","N/A","Rimil Infotech PVT LTD","5678","socks4","34","2328","2021-08-31T11:00:47.017Z","0","0","1"
"113.176.195.152","elite","AS45899","VN","VNPT","163","N/A","5678","socks4","59","1","2021-08-31T11:00:47.502Z","100","1","1"
