ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at
"212.42.198.97","elite","AS49800","AM","GNC LIR","N/A","GNC Alfa Retail","5678","socks4","28","5001","2021-08-31T11:05:40.296Z"
"103.131.99.166","elite","AS131111","ID","PT Mora Telematika Indonesia","187","Cepatnet","5678","socks4","31","392","2021-08-31T11:05:39.594Z"
"103.136.16.121","elite","AS58820","ID","APIK Media Networks","196","CV. TRITAMA SINERGI GLOBALINDO","5678","socks4","31","N/A","2021-08-31T11:05:38.546Z"
"43.246.143.42","elite","AS134294","IN","R P World Telecom Pvt Ltd","253","R P World Telecom Pvt Ltd","9999","socks4","31","N/A","2021-08-31T11:05:38.968Z"
"45.144.205.34","elite","AS60134","ES","Cesar Maffini Martin","208","Cesar Maffini Martin","5678","socks4","34","5001","2021-08-31T11:05:37.111Z"
"80.248.77.81","elite","AS30982","US","Internet Numbers Authority","243","Internet Numbers Authority","5678","socks4","33","517","2021-08-31T11:05:37.672Z"
"43.243.186.126","elite","AS63827","ID","PT Econdelight","N/A","PT Econdelight","5678","socks4","28","222","2021-08-31T11:05:37.863Z"
"8.242.215.162","elite","AS3549","CO","Level 3","130","CTL LATAM, CTL Colombia","5678","socks4","29","263","2021-08-31T11:05:36.297Z"
"185.16.12.140","elite","AS35567","BA","DASTO Semtel doo","247","N/A","5678","socks4","50","N/A","2021-08-31T11:05:35.077Z"
"8.26.73.30","elite","AS3356","US","Level 3 Communications, Inc.","25","Level 3, LLC","5678","socks4","34","5003","2021-08-31T11:05:35.556Z"
"185.140.100.243","elite","AS203272","PL","Daniel Wojda trading as Netservice","215","Netservice Customers1","5678","socks4","35","N/A","2021-08-31T11:05:33.896Z"
"185.132.1.136","elite","AS203447","UA","CenterTPA","193","PRIVATE ENTERPRISE \"CENTER TPA\"","5678","socks4","34","N/A","2021-08-31T11:05:32.906Z"
"185.16.12.199","elite","AS35567","BA","DASTO Semtel doo","342","N/A","5678","socks4","34","N/A","2021-08-31T11:05:32.034Z"
"45.201.197.205","elite","AS131178","KH","King Technologies Co","212","King Technologies Co., Ltd","5678","socks4","35","5001","2021-08-31T11:05:31.358Z"
"8.210.84.96","elite","AS45102","HK","Alibaba.com LLC","161","Hong Kong","5678","socks4","36","5002","2021-08-31T11:05:30.358Z"
"177.105.68.164","elite","AS262637","BR","Netprimus Tecnologia Ltda","148","Netprimus Tecnologia Ltda","4153","socks4","45","N/A","2021-08-31T11:05:30.662Z"
"177.137.168.134","elite","AS263066","BR","RVNet - R V PORTELA AGUIAR & CIA LTDA","N/A","RVNet - R V PORTELA AGUIAR & CIA LTDA","4145","socks4","35","5002","2021-08-31T11:05:28.260Z"
"45.114.145.149","elite","AS55507","IN","Tejays Dynamic Limited","282","Tejays Dynamic Ltd","5678","socks4","36","5005","2021-08-31T11:05:25.625Z"
"218.17.228.109","elite","AS4134","CN","Chinanet","171","The Xiufeng Spends A Holiday the BIG Plum in Limited Company","1080","socks4","34","5001","2021-08-31T11:05:24.800Z"
"80.79.66.82","elite","AS8492","RU","\"OBIT\" Ltd.","223","Obit Moscow LAN","3629","socks4","35","5002","2021-08-31T11:05:24.779Z"
"45.224.37.14","elite","AS267637","BR","Tecnoserver InfosoluÔÔes Com. S. Produtos de Info.","215","Tecnoserver Infosoluções Com. S. Produtos de Info","5678","socks4","38","1455","2021-08-31T11:05:19.664Z"
"81.12.31.220","elite","N/A","IR","Soroush Rasanheh Company Ltd","N/A","Soroush Rasanheh Company Ltd","5678","socks4","38","5004","2021-08-31T11:05:18.934Z"
"217.219.180.98","elite","AS58224","IR","DCI","N/A","Area no 2-1 partition","5678","socks4","35","7506","2021-08-31T11:05:17.526Z"
"43.242.211.230","elite","AS58678","IN","MACH1","256","N/A","5678","socks4","44","N/A","2021-08-31T11:05:17.469Z"
"202.22.149.137","elite","AS56089","NC","OFFRATEL","171","Adsl250","5678","socks4","35","5002","2021-08-31T11:05:16.337Z"
"177.10.199.50","elite","AS262854","BR","Afinet Solucoes EM Tecnologia DA Informacao Ltda","177","Afinet Solucoes EM Tecnologia DA Informacao Ltda","5678","socks4","44","N/A","2021-08-31T11:05:11.153Z"
"202.5.36.232","elite","AS45326","BD","BBTS-NEW","286","N/A","4145","socks4","35","N/A","2021-08-31T11:05:10.724Z"
"202.183.18.90","elite","AS131736","SG","BIGNET","N/A","N/A","5678","socks4","35","5002","2021-08-31T11:05:09.496Z"
"177.136.182.53","elite","AS263595","BR","ALB Internet & Informatica Ltda - ME","188","ALB Internet & Informatica Ltda - ME","5678","socks4","46","5001","2021-08-31T11:05:08.696Z"
"177.128.139.214","elite","AS262373","BR","Bahianet Ltda.","167","Bahianet Ltda","5678","socks4","48","5002","2021-08-31T11:05:01.396Z"
"78.30.238.230","elite","AS35816","UA","Lancom Ltd.","249","Lancom Ltd","5678","socks4","39","5001","2021-08-31T11:05:01.829Z"
"190.61.80.45","elite","AS52468","HN","Ufinet Panama S.A.","94","Ufinet Honduras, S. A","5678","socks4","41","5001","2021-08-31T11:04:59.089Z"
"177.104.192.122","elite","AS262632","BR","Grajaunet Telecomunicacoes Eireli","187","Grajaunet Telecomunicacoes Eireli","41443","socks4","34","N/A","2021-08-31T11:04:55.788Z"
"80.210.17.96","elite","AS58224","IR","TIC","356","Telecommunication Company of Tehran","5678","socks4","34","806","2021-08-31T11:04:55.981Z"
"177.128.115.241","elite","AS269988","CL","Binet Networking Data Limitada","156","Binet Networking Data Limitada","4153","socks4","37","N/A","2021-08-31T11:04:54.947Z"
"41.175.12.58","elite","AS30844","ZM","Liquid Telecommunications Ltd","330","Liquid Telecommunications Operations Limited","5678","socks4","35","N/A","2021-08-31T11:04:53.992Z"
"190.4.51.242","elite","AS23383","HN","Navega.com S.A","100","METROPOLIS","5678","socks4","34","5001","2021-08-31T11:04:53.706Z"
"177.136.117.114","elite","AS53242","BR","NOGUEIRA & DANTAS LTDA","173","Blue Informática ltda","5678","socks4","35","3199","2021-08-31T11:04:52.539Z"
"41.160.100.202","elite","AS36937","ZA","Neotel GAU","306","N/A","1080","socks4","39","N/A","2021-08-31T11:04:52.607Z"
"202.152.158.87","elite","AS23951","ID","PT Jembatan Citra Nusantara","342","N/A","5678","socks4","45","476","2021-08-31T11:04:52.399Z"
"202.182.53.205","elite","AS38511","ID","PT Remala Abadi","214","N/A","5678","socks4","35","438","2021-08-31T11:04:51.034Z"
"202.166.198.191","elite","AS17501","NP","WLIN","297","N/A","5678","socks4","36","647","2021-08-31T11:04:49.903Z"
"41.188.53.230","elite","AS37054","MG","Telecom Malagasy","N/A","Telecom Malagasy","5678","socks4","35","5001","2021-08-31T11:04:49.889Z"
"202.6.224.50","elite","AS23756","ID","Padi Internet","205","N/A","1080","socks4","35","1461","2021-08-31T11:04:48.018Z"
"190.43.63.132","elite","AS6147","PE","Telefonica Del Peru","140","PE-TDPERX7-LACNIC","5678","socks4","34","N/A","2021-08-31T11:04:48.308Z"
"190.211.82.6","elite","AS262187","AR","Patagonia Green S.A.","196","Patagonia Green S.A","5678","socks4","51","5001","2021-08-31T11:04:47.583Z"
"139.255.9.34","elite","AS9905","ID","PT. LINKNET","204","N/A","5678","socks4","49","N/A","2021-08-31T11:04:47.073Z"
"14.160.26.78","elite","AS45899","VN","VNPT-VNNIC","180","VietNam Post and Telecom Corporation","5678","socks4","37","5001","2021-08-31T11:04:46.149Z"
"202.62.47.129","elite","AS23673","KH","COGETEL Co., Ltd","N/A","COGETEL","5678","socks4","38","5002","2021-08-31T11:04:44.260Z"
"190.220.222.139","elite","AS19037","AR","AMX Argentina S.A.","236","Techtel LMDS Comunicaciones Interactivas S.A","5678","socks4","34","502","2021-08-31T11:04:40.275Z"
"14.165.196.235","elite","AS45899","VN","VNPT-VNNIC","171","VietNam Post and Telecom Corporation","5678","socks4","37","N/A","2021-08-31T11:04:40.521Z"
"75.119.203.217","elite","AS26347","US","New Dream Network, LLC","20","New Dream Network, LLC","44771","socks4","35","42","2021-08-31T11:04:39.725Z"
"191.6.135.90","elite","AS263305","BR","NET.COM TELECOMUNICACOES EIRELI","190","NET.COM TELECOMUNICACOES EIRELI","4145","socks4","35","N/A","2021-08-31T11:04:38.965Z"
"14.142.128.237","elite","AS4755","IN","Tata Communications Limited","238","Tata Communications Limited","33175","socks4","35","490","2021-08-31T11:04:37.569Z"
"190.181.140.90","elite","AS52242","NI","Yota De Nicaragua","124","Yota De Nicaragua","5678","socks4","46","5001","2021-08-31T11:04:36.489Z"
"14.248.94.123","elite","AS45899","VN","VNPT","177","Vietnam Posts and Telecommunications Group","5678","socks4","35","353","2021-08-31T11:04:36.272Z"
"14.199.209.32","elite","AS9269","HK","Hong Kong Broadband Network Ltd","157","Hong Kong Broadband Network Ltd","5678","socks4","45","315","2021-08-31T11:04:35.289Z"
"139.193.24.235","elite","AS23700","ID","PT. First Media, Tbk","207","N/A","5678","socks4","44","5002","2021-08-31T11:04:34.386Z"
"41.174.132.246","elite","AS30844","ZA","Liquid Telecommunications Ltd","315","Liquid Telecommunications Operations Limited","5678","socks4","34","628","2021-08-31T11:04:32.791Z"
"41.223.104.74","elite","AS37414","CD","microcom isp","321","N/A","5678","socks4","39","728","2021-08-31T11:04:31.133Z"
"190.57.237.74","elite","AS20207","AR","Gigared S.A","356","Depot Express S.R.L","5678","socks4","35","N/A","2021-08-31T11:04:30.981Z"
"41.167.1.150","elite","AS36937","ZA","NeoHost","318","N/A","5678","socks4","37","5000","2021-08-31T11:04:29.098Z"
"93.85.82.208","elite","AS6697","BY","Republican Unitary Telecommunication Enterprise Beltelecom","196","ART Minsk","5678","socks4","34","5001","2021-08-31T11:04:29.765Z"
"187.16.109.100","elite","AS17222","BR","Mundivox LTDA","190","Mundivox LTDA","5678","socks4","35","5004","2021-08-31T11:04:28.730Z"
"114.234.81.114","elite","AS4134","CN","Chinanet","171","Chinanet JS","5678","socks4","33","5002","2021-08-31T11:04:28.667Z"
"91.233.69.93","elite","AS57592","PL","PHU HeNet Henryk Sadlo","209","PHU HeNet Henryk Sadlo","5678","socks4","34","5001","2021-08-31T11:04:24.076Z"
"41.217.217.60","elite","AS37187","MW","Skyband Corporation Limited","284","N/A","41540","socks4","36","5002","2021-08-31T11:04:23.041Z"
"186.67.177.125","elite","AS27651","CL","Entel Chile S.A.","198","Entel Chile S.A","5678","socks4","44","403","2021-08-31T11:04:23.056Z"
"114.96.105.189","elite","AS140527","CN","China Telecom","149","Chinanet AH","5678","socks4","39","5001","2021-08-31T11:04:23.079Z"
"186.65.87.21","elite","AS52380","AR","Sista S.A.","231","Sista S.A","5678","socks4","38","5000","2021-08-31T11:04:21.956Z"
"93.103.131.161","elite","AS34779","SI","T-2 d.o.o.","359","N/A","5678","socks4","35","5001","2021-08-31T11:04:18.404Z"
"41.138.163.10","elite","AS20598","NG","Autonomous System number for Cyber Space","230","Visafone Communications Limited","5678","socks4","38","468","2021-08-31T11:04:17.368Z"
"114.44.221.21","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","N/A","Chunghwa Telecom Co. Ltd.","1080","socks4","36","5002","2021-08-31T11:04:17.517Z"
"186.64.81.7","elite","AS27953","AR","Nodosud S.A","200","Nodosud S.A","5678","socks4","47","N/A","2021-08-31T11:04:16.162Z"
"201.184.149.210","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","109","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","44","223","2021-08-31T11:04:16.102Z"
"201.184.102.83","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","126","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","41","5002","2021-08-31T11:04:15.448Z"
"186.3.213.141","elite","AS27947","EC","Telconet S.A","N/A","Clientes NETLIFE Guayaquil - gepon","5678","socks4","36","5004","2021-08-31T11:04:15.207Z"
"92.241.17.80","elite","AS51200","RU","Cifrovoy Dialog-T network","753","OOO Cifrovoy Dialog-T","4145","socks4","35","1256","2021-08-31T11:04:12.270Z"
"201.139.89.168","elite","AS61833","BR","P. R. LIMA & CIA LTDA","210","P. R. LIMA & CIA LTDA","5678","socks4","36","1069","2021-08-31T11:04:09.964Z"
"91.203.36.102","elite","AS15493","RU","Russian company LLC","225","Russian Company Sever LLC","48641","socks4","46","3226","2021-08-31T11:04:09.685Z"
"201.159.115.11","elite","AS52468","HN","Ufinet Panama S.A.","92","Ufinet Honduras, S. A","4153","socks4","37","N/A","2021-08-31T11:04:08.371Z"
"201.184.238.106","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","108","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","35","N/A","2021-08-31T11:04:07.902Z"
"201.139.89.242","elite","AS61833","BR","P. R. LIMA & CIA LTDA","214","P. R. LIMA & CIA LTDA","5678","socks4","37","N/A","2021-08-31T11:04:07.372Z"
"201.221.4.126","elite","AS20255","UY","Tecnowind S.A.","214","Tecnowind S.A","5678","socks4","35","5001","2021-08-31T11:04:06.321Z"
"5.190.39.91","elite","AS58224","IR","Iran Telecommunication Company PJS","417","N/A","5678","socks4","35","5003","2021-08-31T11:04:04.129Z"
"115.127.27.121","elite","AS24342","BD","BRACNet Limited","296","bracNet","5678","socks4","34","590","2021-08-31T11:04:00.423Z"
"201.184.95.254","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","126","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","49","5001","2021-08-31T11:04:00.571Z"
"115.213.116.83","elite","AS4134","CN","Chinanet","163","N/A","5678","socks4","37","5001","2021-08-31T11:03:58.862Z"
"93.191.59.242","elite","AS31430","RU","OOO Suntel","213","Suntel","5678","socks4","35","443","2021-08-31T11:03:58.325Z"
"187.85.145.81","elite","AS53062","BR","GGNET TELECOMUNICAÔÔES LTDA","187","GGNET TELECOMUNICAÇÕES LTDA","5678","socks4","34","N/A","2021-08-31T11:03:58.104Z"
"92.87.96.121","elite","AS9050","RO","Telekom Romania Communication S.A","193","Csibi Barta","5678","socks4","35","5002","2021-08-31T11:03:57.139Z"
"186.226.162.225","elite","AS53180","BR","Infortel Telecomunicacoes Eireli","201","Infortel Telecomunicacoes Eireli","5678","socks4","35","N/A","2021-08-31T11:03:57.263Z"
"187.188.174.228","elite","AS22884","MX","Total Play Telecomunicaciones SA De CV","97","Total Play Telecomunicaciones SA De CV","5678","socks4","37","5001","2021-08-31T11:03:56.360Z"
"185.83.254.77","elite","AS200899","MK","INTERSPACE S1","182","N/A","5678","socks4","45","5003","2021-08-31T11:03:55.082Z"
"49.0.118.108","elite","AS45458","TH","Advanced Wireless Network Company Limited","237","N/A","5678","socks4","35","5001","2021-08-31T11:03:51.460Z"
"114.134.187.106","elite","AS45429","KH","Cambodian Singmeng Telemedia CO","188","N/A","5678","socks4","46","3181","2021-08-31T11:03:51.600Z"
"179.42.3.148","elite","AS271103","BR","Antonio Weslley Ximenes Farias EIRELI","N/A","Antonio Weslley Ximenes Farias EIRELI","5678","socks4","35","5006","2021-08-31T11:03:50.951Z"
"185.57.229.147","elite","AS197013","CZ","Sprintel","167","Sprintel s.r.o.","5678","socks4","35","852","2021-08-31T11:03:49.426Z"
"114.33.59.232","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","138","Chunghwa Telecom Co. Ltd.","4153","socks4","39","N/A","2021-08-31T11:03:47.049Z"
"185.82.167.87","elite","AS202391","IR","Cooperative Afra ertebatat-e-sabet-e Rasa Co","258","Fanaptelecom Network","5678","socks4","36","N/A","2021-08-31T11:03:47.974Z"
"114.242.116.60","elite","AS4808","CN","China Unicom Beijing Province Network","151","N/A","4145","socks4","35","N/A","2021-08-31T11:03:47.744Z"
"102.88.2.2","elite","AS29465","NG","MTN NIGERIA Communication limited","248","N/A","5678","socks4","35","N/A","2021-08-31T11:03:46.377Z"
"185.56.209.89","elite","AS202004","PL","GreenLan Fiber Sp. z o.o. Sp.k.","171","GreenLan Fiber Sp. z o.o. Sp.k","5678","socks4","38","N/A","2021-08-31T11:03:46.662Z"
"185.97.135.165","elite","AS60268","PS","GAZANET Service","213","N/A","5678","socks4","35","N/A","2021-08-31T11:03:45.884Z"
"49.68.115.58","elite","AS4134","CN","Chinanet","159","Chinanet JS","5678","socks4","35","5001","2021-08-31T11:03:45.647Z"
"103.103.28.229","elite","AS136704","IN","Apex Broadband Network Pvt. Ltd.","278","Apex Broadband Network Pvt. Ltd","5678","socks4","35","5001","2021-08-31T11:03:45.295Z"
"185.98.3.60","elite","AS20875","BA","\"Telekomunikacije Republike Srpske\" akcionarsko drustvo Banja Luka","180","Katarina d.o.o. Mostar","5678","socks4","35","365","2021-08-31T11:03:44.939Z"
"185.32.6.121","elite","AS60645","PL","AS Consulting Sp. z o. o.","185","Data center","4153","socks4","46","N/A","2021-08-31T11:03:43.935Z"
"186.138.192.243","elite","AS7303","AR","Telecom Argentina S.A","175","Fibertel","5678","socks4","34","5001","2021-08-31T11:03:43.074Z"
"102.67.74.1","elite","AS328468","ZA","Sunset Rose Investments (PTY) LTD","297","BluedotData","1080","socks4","34","N/A","2021-08-31T11:03:39.287Z"
"49.156.34.162","elite","AS24492","KH","WiCAM Corporation Ltd","191","Wicam Corporation LTD","5678","socks4","35","387","2021-08-31T11:03:39.062Z"
"5.135.24.186","elite","AS16276","GB","OVH SAS","149","OVH Ltd","808","socks4","47","295","2021-08-31T11:03:38.011Z"
"103.101.3.12","elite","AS139989","ID","Netrouting Inc","198","N/A","5678","socks4","37","N/A","2021-08-31T11:03:38.298Z"
"102.88.1.254","elite","AS29465","NG","MTN NIGERIA Communication limited","577","N/A","5678","socks4","35","5001","2021-08-31T11:03:37.402Z"
"91.246.81.230","elite","AS41798","KZ","JSC Transtelecom","237","JSC Transtelecom","5678","socks4","47","621","2021-08-31T11:03:37.173Z"
"177.93.43.5","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","152","TV AZTECA SUCURSAL COLOMBIA","5678","socks4","45","5001","2021-08-31T11:03:37.461Z"
"105.21.72.46","elite","AS37100","UG","SEACOM Limited Networks","N/A","N/A","5678","socks4","35","5001","2021-08-31T11:03:35.724Z"
"179.42.3.147","elite","AS271103","BR","Antonio Weslley Ximenes Farias EIRELI","179","Antonio Weslley Ximenes Farias EIRELI","5678","socks4","34","5003","2021-08-31T11:03:33.851Z"
"177.84.21.115","elite","AS267158","BR","MG NET TELECOMUNICACOES LTDA Ô ME","191","SCORPION TELECOMUNICAÇÃO RIBEIRÃO PRETO LTDA - ME","5678","socks4","35","N/A","2021-08-31T11:03:31.886Z"
"177.67.144.38","elite","AS262521","BR","pgf telecomunicacoes ltda","155","pgf telecomunicacoes ltda","5678","socks4","34","N/A","2021-08-31T11:03:31.021Z"
"103.105.69.150","elite","AS17995","ID","PT iForte Global Internet","184","N/A","5678","socks4","36","381","2021-08-31T11:03:30.744Z"
"102.39.211.132","elite","AS11845","ZA","Vox Telecom","284","Vox Telecom (Pty) Ltd","5678","socks4","36","581","2021-08-31T11:03:29.701Z"
"178.48.68.61","elite","AS21334","HU","Vodafone Hungary Ltd.","N/A","Vodafone Hungary Ltd","4145","socks4","42","N/A","2021-08-31T11:03:28.212Z"
"103.106.242.114","elite","AS137385","BD","Saddam Hossain t/a Asian Network","N/A","N/A","5678","socks4","35","N/A","2021-08-31T11:03:28.155Z"
"178.156.125.239","elite","AS29119","ES","ServiHosting Networks S.L.","181","Radio Television Indalo S.L.","5678","socks4","36","N/A","2021-08-31T11:03:28.617Z"
"178.156.127.226","elite","AS29119","ES","Airenetworks","216","Radio Television Indalo S.L.","5678","socks4","38","N/A","2021-08-31T11:03:27.762Z"
"177.87.225.40","elite","AS262309","BR","BMBB SERVIÔOS DE COMUNICAÔÔO LTDA","208","BMBB SERVIÇOS DE COMUNICAÇÃO LTDA","4153","socks4","34","N/A","2021-08-31T11:03:26.761Z"
"178.134.1.174","elite","AS35805","GE","JSC \"Silknet\"","218","Silknet - 6","5678","socks4","37","N/A","2021-08-31T11:03:25.864Z"
"177.69.246.221","elite","AS16735","BR","ALGAR TELECOM S/A","199","ALGAR TELECOM S/A","5678","socks4","34","N/A","2021-08-31T11:03:24.881Z"
"153.36.184.15","elite","AS4837","CN","China Unicom Jiangsu Province Network","184","N/A","5678","socks4","35","5001","2021-08-31T11:03:22.385Z"
"213.32.252.119","elite","AS206206","IQ","Kurdistan Net 2","214","N/A","5678","socks4","34","446","2021-08-31T11:03:21.235Z"
"103.99.185.1","elite","AS136649","IN","Sri Ram Broadband Services Pvt Ltd","256","Sri Ram Broadband Services Pvt Ltd","5678","socks4","36","N/A","2021-08-31T11:03:18.625Z"
"103.83.188.21","elite","AS136210","MM","IT Spectrum Company Limited","209","N/A","5678","socks4","36","30003","2021-08-31T11:03:18.054Z"
"103.86.1.2","elite","AS136371","IN","Airwir Technologies Private Limited","255","Airwir Technologies Private Limited","4145","socks4","34","N/A","2021-08-31T11:03:17.488Z"
"77.120.163.103","elite","AS25229","UA","Volia Kharkov","194","N/A","42208","socks4","35","383","2021-08-31T11:03:16.298Z"
"154.117.212.70","elite","AS327799","BI","2G+3G+4G","299","N/A","5678","socks4","50","617","2021-08-31T11:03:15.761Z"
"180.211.95.83","elite","AS45725","ID","PT. KINGS NETWORK INDONESIA","194","N/A","5678","socks4","34","N/A","2021-08-31T11:03:15.922Z"
"213.81.197.229","elite","AS6855","SK","Slovak Telecom","182","ST Pccomp","5678","socks4","33","410","2021-08-31T11:03:15.633Z"
"103.129.233.217","elite","AS137627","IN","Nextel Communications India Pvt Ltd","261","Nextel Communications India Pvt Ltd","5678","socks4","35","1","2021-08-31T11:03:15.068Z"
"31.25.243.40","elite","AS39741","RU","DATAEKB","195","N/A","9471","socks4","36","1","2021-08-31T11:03:15.649Z"
"105.209.147.155","elite","AS16637","ZA","MTN SA","278","MTN SA","5678","socks4","36","N/A","2021-08-31T11:03:14.869Z"
"213.145.136.20","elite","AS12997","KG","OJSC Kyrgyztelecom","253","N/A","3629","socks4","34","1","2021-08-31T11:03:14.997Z"
"181.114.111.140","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","N/A","Telefónica Celular de Bolivia S.A","5678","socks4","34","5001","2021-08-31T11:03:13.423Z"
"197.234.13.2","elite","AS36902","SC","Intelvision","287","Intelvision Ltd","4145","socks4","36","1","2021-08-31T11:03:13.378Z"
"154.113.145.193","elite","AS37282","NG","Mainone Cable Company","238","Mainone Cable Company","5678","socks4","34","N/A","2021-08-31T11:03:13.074Z"
"75.188.34.57","elite","AS10796","US","Charter Communications","N/A","Spectrum","5678","socks4","34","5001","2021-08-31T11:03:13.623Z"
"103.81.26.4","elite","AS137163","IN","Quality Broadband Pvt Ltd","260","Quality Broadband Pvt Ltd","5678","socks4","36","N/A","2021-08-31T11:03:12.220Z"
"43.231.134.206","elite","AS55352","IN","VOVINET Broadband Subscribers","250","Vovinet Infocom Pvt. Ltd","5678","socks4","39","7627","2021-08-31T11:03:12.713Z"
"109.185.154.30","elite","AS8926","MD","JSC \"Moldtelecom\" S.A.","192","JSC Moldtelecom S.A.","4145","socks4","34","N/A","2021-08-31T11:03:11.056Z"
"103.87.24.34","elite","AS136287","IN","Falconet Internet Pvt. Ltd","258","N/A","5678","socks4","34","N/A","2021-08-31T11:03:10.181Z"
"102.36.179.10","elite","AS328527","NG","PDS Networks Nigeria Limited","N/A","PDS Networks Nigeria Limited","5678","socks4","34","499","2021-08-31T11:03:10.366Z"
"154.72.77.10","elite","AS30844","TZ","RAHA-LTZ","261","RAHA Ltd","5678","socks4","34","546","2021-08-31T11:03:10.505Z"
"42.112.15.172","elite","AS18403","VN","FPT-STATICIP","179","FPT Telecom Company","5678","socks4","34","7507","2021-08-31T11:03:09.242Z"
"103.87.238.102","elite","AS136419","BD","Jewel Aziz","290","N/A","53993","socks4","34","N/A","2021-08-31T11:03:09.051Z"
"150.107.206.174","elite","AS58504","NP","Techminds Network Pvt. Ltd","279","N/A","5678","socks4","34","N/A","2021-08-31T11:03:09.053Z"
"88.250.55.132","elite","AS47331","TR","TurkTelecom","204","Turk Telekomunikasyon A.S","8080","socks4","35","1","2021-08-31T11:03:08.246Z"
"158.46.127.222","elite","AS39927","RU","E-Light-Telecom Ltd","269","Goodline.info","33020","socks4","34","N/A","2021-08-31T11:03:08.119Z"
"202.150.152.125","elite","AS23949","ID","PT Comtronics Systems","196","N/A","8291","socks4","37","1404","2021-08-31T11:03:08.337Z"
"71.81.80.161","elite","AS20115","US","Charter Communications","54","Spectrum","5678","socks4","36","113","2021-08-31T11:03:08.595Z"
"5.133.29.49","elite","AS199046","PS","JetNet for Information Technology and Telecommunications Limited Liability Comp","216","JETNET for Communication and Information Technology Ltd.","5678","socks4","37","N/A","2021-08-31T11:03:06.368Z"
"202.183.24.98","elite","AS131736","SG","BIGNET","1042","N/A","5678","socks4","34","1937","2021-08-31T11:03:06.048Z"
"5.50.54.109","elite","AS5410","FR","BOUYGUES Telecom ISP Wireline","166","Bouygues Telecom SA","5678","socks4","34","335","2021-08-31T11:03:06.637Z"
"190.182.88.242","elite","AS8163","CO","Metrotel SA ESP","148","Metrotel SA ESP","30619","socks4","34","225","2021-08-31T11:03:05.919Z"
"60.22.22.15","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","173","N/A","1080","socks4","39","5001","2021-08-31T11:03:05.343Z"
"153.36.24.161","elite","AS4837","CN","China Unicom Jiangsu Province Network","N/A","N/A","5678","socks4","34","5000","2021-08-31T11:03:05.485Z"
